"obsNsubID"	"obsID"	"GenusSpecies"	"Genus"	"Species"	"status"	"subObsID"	"sppdens_inv"	"sppdens_nat"	"spperc_inv"	"spperc_nat"	"MeasID_3"	"MeasID_4"	"MeasID_5"	"MeasID_6"	"MeasID_7"	"MeasID_8"	"MeasID_9"	"MeasID_10"	"MeasID_11"	"MeasID_12"	"MeasID_13"	"MeasID_14"	"MeasID_15"	"MeasID_16"	"MeasID_17"	"MeasID_18"	"invAperc"	"natAperc"
"91"	93	20	"Quercus spp"	"Quercus"	"spp"	"N"	3	NA	NA	NA	NA	23.2264758761585	59.7478260869565	101.955	NA	83.8835	NA	NA	NA	1.88883861208443	1.9137141967259	1.062	1.15580101851852	NA	0.202142844497608	11.2796027793589	13.5692307692308	16.6666666666667	20
"92"	94	20	"Fagus grandifolia"	"Fagus"	"grandifolia"	"N"	4	NA	NA	NA	NA	26.9	58.4666666666667	NA	NA	NA	NA	NA	NA	1.245705401	2.00685807033333	NA	1.37	NA	0.388333	18.9773123504	9.1	16.6666666666667	20
"93"	95	20	"Betula lenta"	"Betula"	"lenta"	"N"	5	NA	NA	NA	NA	27.9	58.6571428571429	NA	NA	NA	NA	NA	NA	1.85037273245946	2.69588888888889	0.842475	1.89	NA	0.906104486486486	22.6332967625	16.3	16.6666666666667	20
"94"	96	20	"Acer spp"	"Acer"	"spp"	"N"	6	NA	NA	NA	NA	25.4138241639524	66.1909090909091	NA	NA	NA	NA	NA	NA	1.13564357832955	1.90333629771647	NA	0.884244024793467	NA	0.358607	19.1842757840205	22.5	16.6666666666667	20
"95"	97	21	"Microstegium vimineum"	"Microstegium"	"vimineum"	"I"	1	NA	NA	50	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	50	0
"96"	98	21	"Berberis thunbergii"	"Berberis"	"thunbergii"	"I"	2	NA	NA	50	0	NA	NA	NA	NA	NA	NA	NA	NA	2.097027066	0.92	NA	NA	NA	NA	12.8658606795962	21.3	50	0
"97"	99	21	"Vaccinium spp"	"Vaccinium"	"spp"	"N"	3	NA	NA	0	100	26.6002492	NA	NA	NA	NA	NA	NA	NA	1.31329681614706	0.68	0.667116666666667	NA	NA	0.6173345	13.7749562971041	12.1142857142857	0	100
"98"	100	22	"Microstegium vimineum"	"Microstegium"	"vimineum"	"I"	1	NA	NA	50	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.48	NA	NA	NA	NA	NA	NA	50	0
"99"	101	22	"Berberis thunbergii"	"Berberis"	"thunbergii"	"I"	2	NA	NA	50	0	NA	NA	NA	NA	NA	NA	NA	NA	2.097027066	0.92	NA	NA	NA	NA	12.8658606795962	21.3	50	0
"100"	102	22	"Vaccinium spp"	"Vaccinium"	"spp"	"N"	3	NA	NA	0	100	26.6002492	NA	NA	NA	NA	NA	NA	NA	1.31329681614706	0.74	0.667116666666667	NA	NA	0.6173345	13.7749562971041	12.1142857142857	0	100
"101"	103	23	"Bromus tectorum"	"Bromus"	"tectorum"	"I"	1	NA	NA	NA	NA	22.3399435995	156.94	NA	NA	NA	NA	NA	15.07	1.084895982	2.20193502495	NA	1.03257266666667	NA	NA	28.3890341946364	NA	50	0
"102"	104	23	"Hilaria jamesii"	"Hilaria"	"jamesii"	"N"	2	NA	NA	NA	NA	NA	48.15	NA	NA	NA	NA	NA	8.19	NA	1.9927	NA	NA	NA	NA	NA	NA	50	100
"103"	105	24	"Bromus tectorum"	"Bromus"	"tectorum"	"I"	1	NA	NA	NA	NA	22.3399435995	156.94	NA	NA	NA	NA	NA	15.07	1.084895982	2.20193502495	NA	1.03257266666667	NA	NA	28.3890341946364	NA	50	0
"104"	106	24	"Stipa spp"	"Stipa"	"spp"	"N"	2	NA	NA	NA	NA	33.6619981153846	73.09	NA	NA	NA	NA	NA	3.35	1.72849487062963	1.83979712241017	NA	1.05568694444444	NA	NA	9.81537755621333	NA	50	100
"105"	107	25	"Lythrum salicaria"	"Lythrum"	"salicaria"	"I"	1	NA	NA	NA	NA	17.7955440518	NA	NA	NA	NA	NA	NA	NA	1.16578	2.32511698625	NA	0.501	0.26	NA	21.0437484353448	NA	50	0
"106"	108	25	"Typha latifolia"	"Typha"	"latifolia"	"N"	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.928734146	1.63356371026429	NA	1.063	2.19	NA	11.0464222148649	NA	50	100
"107"	109	26	"Hedychium gardnerianum"	"Hedychium"	"gardnerianum"	"I"	1	NA	NA	NA	NA	NA	63.3	NA	NA	NA	14.6	22	22	NA	1.71	0.69	NA	NA	NA	16.9	16.9	33.3333333333333	0
"108"	110	26	"Metrosideros polymorpha"	"Metrosideros"	"polymorpha"	"N"	2	NA	NA	NA	NA	NA	108.9	NA	NA	NA	31.9	71.1	71.1	1.5890629618	0.71	0.45	NA	NA	NA	3.5	3.5	33.3333333333333	50
"109"	111	26	"Cibotium spp"	"Cibotium"	"spp"	"N"	3	NA	NA	NA	NA	NA	40.5	NA	NA	NA	38.5	36.3	36.3	0.996996996	1.31	1.07	NA	NA	NA	9.6	9.6	33.3333333333333	50
"110"	112	27	"Cytisus scoparius"	"Cytisus"	"scoparius"	"I"	1	3	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.803475239	3.28458333331667	NA	NA	NA	NA	16.4092143623333	NA	20	0
"111"	113	27	"Pseudotsuga menzeii"	"Pseudotsuga"	"menzeii"	"N"	2	NA	NA	NA	NA	45	70.2666666666667	NA	NA	NA	NA	NA	NA	1.6366267486	1.24443061223469	NA	NA	NA	0.127352380952381	6.6778604961	NA	20	25
"112"	114	27	"Festuca idahoensis"	"Festuca"	"idahoensis"	"N"	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.8607814495	1.66286667461478	NA	0.672903225806452	NA	NA	17.6692676430265	29.6	20	25
"113"	115	27	"Cammassia quamash"	"Cammassia"	"quamash"	"N"	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	25
"114"	116	27	"Aster curtis"	"Aster"	"curtis"	"N"	5	NA	NA	NA	NA	24.435901647	NA	NA	NA	NA	NA	NA	NA	1.21662548151515	1.97136167759706	NA	2.0130271375	NA	NA	19.279993231936	NA	20	25
"115"	117	28	"Bromus hordeaceous"	"Bromus"	"hordeaceous"	"I"	1	NA	NA	NA	0	22.3399435995	NA	NA	NA	NA	NA	NA	NA	1.1873071688	2.52816994858636	NA	1.03257266666667	NA	NA	24.87398798715	NA	33.3333333333333	0
"116"	118	28	"Avena barbata"	"Avena"	"barbata"	"I"	2	NA	NA	NA	0	18.9	NA	NA	NA	NA	NA	NA	NA	1.24573613825	2.68322071428571	NA	NA	NA	NA	27.0956457983333	NA	33.3333333333333	0
"117"	119	28	"Lupinus bicolor"	"Lupinus"	"bicolor"	"N"	3	NA	NA	0	100	NA	NA	NA	NA	NA	NA	NA	NA	2.04462214544444	2.68	NA	3.76040877776667	NA	1.32042	21.6830986685873	NA	0	100
"118"	120	29	"Bromus hordeaceous"	"Bromus"	"hordeaceous"	"I"	1	NA	NA	NA	0	22.3399435995	NA	NA	NA	NA	NA	NA	NA	1.1873071688	2.52816994858636	NA	1.03257266666667	NA	NA	24.87398798715	NA	33.3333333333333	0
"119"	121	29	"Avena barbata"	"Avena"	"barbata"	"I"	2	NA	NA	NA	0	18.9	NA	NA	NA	NA	NA	NA	NA	1.24573613825	2.68322071428571	NA	NA	NA	NA	27.0956457983333	NA	33.3333333333333	0
"120"	122	29	"Nassella pulchra"	"Nassella"	"pulchra"	"N"	3	NA	NA	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	36.5	NA	0	100
"121"	123	30	"Acacia longifolia"	"Acacia"	"longifolia"	"I"	1	NA	NA	100	0	NA	39.1	NA	NA	NA	NA	NA	NA	2.96163914270732	2.16	1.3	3.30978846153462	NA	2.63639589999667	8.653068161	3.018536825	100	0
"122"	124	30	"Stauracanthus spectabilis"	"Stauracanthus"	"spectabilis"	"N"	2	NA	NA	0	25	NA	65.5	NA	NA	NA	NA	NA	NA	NA	1.5	0.9	NA	NA	NA	NA	NA	0	25
"123"	125	30	"Corema album"	"Corema"	"album"	"N"	3	NA	NA	1	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.8	NA	NA	NA	NA	NA	NA	1	16
"124"	126	31	"Rhamnus cathartica"	"Rhamnus"	"cathartica"	"I"	1	NA	NA	NA	0	20.78187095	NA	NA	NA	NA	NA	NA	NA	1.6464298098	2.39905555554444	NA	NA	NA	NA	18.6514892011538	38.5	14.2857142857143	0
"125"	127	31	"Tilia americana"	"Tilia"	"americana"	"N"	2	NA	NA	NA	NA	NA	31.2	NA	NA	NA	NA	NA	NA	1.174587912	2.62307692307692	NA	NA	NA	0.4243665	25.5942582262	24.3	14.2857142857143	16.6666666666667
"126"	128	31	"Quercus rubra"	"Quercus"	"rubra"	"N"	3	NA	NA	NA	NA	24.5333333333333	57.4	101.955	NA	83.8835	NA	NA	NA	1.4923949114	2.11909922045982	1.062	1.34	NA	0.202142844497608	15.3947836791212	13.5692307692308	14.2857142857143	16.6666666666667
"127"	129	31	"Quercus alba"	"Quercus"	"alba"	"N"	4	NA	NA	NA	NA	27.2	59.4	101.955	NA	83.8835	NA	NA	NA	1.88176354233333	2.08989705391912	1.062	1.42	NA	0.319917	15.9825932113571	13.5692307692308	14.2857142857143	16.6666666666667
"128"	130	31	"Prunus spp"	"Prunus"	"spp"	"N"	5	NA	NA	NA	NA	19.4013212861111	42.45	NA	NA	NA	NA	NA	NA	1.81764160534091	2.32307574338919	NA	NA	NA	0.09735	14.6187767245111	20.5095238095238	14.2857142857143	16.6666666666667
"129"	131	31	"Hammamelis virginiana"	"Hammamelis"	"virginiana"	"N"	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.2857142857143	16.6666666666667
"130"	132	31	"Fraxinus spp"	"Fraxinus"	"spp"	"N"	7	NA	NA	NA	NA	18.6109473048889	47.2285714285714	NA	NA	NA	NA	NA	NA	1.77791141766667	2.20239656873229	NA	NA	NA	0.187435125	17.3833044067651	16.6	14.2857142857143	16.6666666666667
"131"	133	32	"Rhamnus cathartica"	"Rhamnus"	"cathartica"	"I"	1	NA	NA	NA	0	20.78187095	NA	NA	NA	NA	NA	NA	NA	1.6464298098	2.39905555554444	NA	NA	NA	NA	18.6514892011538	38.5	14.2857142857143	0
"132"	134	32	"Tilia americana"	"Tilia"	"americana"	"N"	2	NA	NA	NA	NA	NA	31.2	NA	NA	NA	NA	NA	NA	1.174587912	2.62307692307692	NA	NA	NA	0.4243665	25.5942582262	24.3	14.2857142857143	16.6666666666667
"133"	135	32	"Quercus rubra"	"Quercus"	"rubra"	"N"	3	NA	NA	NA	NA	24.5333333333333	57.4	101.955	NA	83.8835	NA	NA	NA	1.4923949114	2.11909922045982	1.062	1.34	NA	0.202142844497608	15.3947836791212	13.5692307692308	14.2857142857143	16.6666666666667
"134"	136	32	"Quercus alba"	"Quercus"	"alba"	"N"	4	NA	NA	NA	NA	27.2	59.4	101.955	NA	83.8835	NA	NA	NA	1.88176354233333	2.08989705391912	1.062	1.42	NA	0.319917	15.9825932113571	13.5692307692308	14.2857142857143	16.6666666666667
"135"	137	32	"Prunus spp"	"Prunus"	"spp"	"N"	5	NA	NA	NA	NA	19.4013212861111	42.45	NA	NA	NA	NA	NA	NA	1.81764160534091	2.32307574338919	NA	NA	NA	0.09735	14.6187767245111	20.5095238095238	14.2857142857143	16.6666666666667
"136"	138	32	"Hammamelis virginiana"	"Hammamelis"	"virginiana"	"N"	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.2857142857143	16.6666666666667
"137"	139	32	"Fraxinus spp"	"Fraxinus"	"spp"	"N"	7	NA	NA	NA	NA	18.6109473048889	47.2285714285714	NA	NA	NA	NA	NA	NA	1.77791141766667	2.20239656873229	NA	NA	NA	0.187435125	17.3833044067651	16.6	14.2857142857143	16.6666666666667
"138"	140	33	"Prosopis glandulosa"	"Prosopis"	"glandulosa"	"I"	1	NA	NA	NA	NA	17	NA	NA	NA	NA	NA	NA	NA	4.30619767075	2.7002222	NA	NA	NA	0.722917	6.94666666666667	NA	50	0
"139"	141	33	"\subtropical thorn woodland\ (Blair 1950, McMahan et al. 1984, McLendon 1991, Archer 1995)"	"subtropical thorn woodland"	NA	"N"	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	50	100
"140"	142	34	"Centaurea maculosa"	"Centaurea"	"maculosa"	"I"	1	NA	NA	NA	NA	22.5194946284	NA	NA	NA	NA	NA	NA	NA	1.3259359595	2.48681983971304	NA	NA	3.5	0.496401	20.484	19.3	20	0
"141"	143	34	"Stipa comata"	"Stipa"	"comata"	"N"	2	NA	NA	NA	NA	33.6619981153846	NA	NA	NA	NA	NA	NA	NA	1.72849487062963	2.91488742857143	NA	1.724441	NA	NA	16.95	NA	20	25
"142"	144	34	"Pseudoroegneria spicata"	"Pseudoroegneria"	"spicata"	"N"	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.6	NA	NA	NA	20	25
"143"	145	34	"Pascopyron smithii"	"Pascopyron"	"smithii"	"N"	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.2	NA	NA	NA	20	25
"144"	146	34	"Festuca idahoensis"	"Festuca"	"idahoensis"	"N"	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.8607814495	1.66286667461478	NA	0.672903225806452	NA	NA	17.6692676430265	29.6	20	25
"145"	147	35	"Centaurea maculosa"	"Centaurea"	"maculosa"	"I"	1	NA	NA	NA	NA	22.5194946284	NA	NA	NA	NA	NA	NA	NA	1.3259359595	2.48681983971304	NA	NA	3.5	0.496401	20.484	19.3	20	0
"146"	148	35	"Stipa comata"	"Stipa"	"comata"	"N"	2	NA	NA	NA	NA	33.6619981153846	NA	NA	NA	NA	NA	NA	NA	1.72849487062963	2.91488742857143	NA	1.724441	NA	NA	16.95	NA	20	25
"147"	149	35	"Pseudoroegneria spicata"	"Pseudoroegneria"	"spicata"	"N"	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.6	NA	NA	NA	20	25
"148"	150	35	"Pascopyron smithii"	"Pascopyron"	"smithii"	"N"	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.2	NA	NA	NA	20	25
"149"	151	35	"Festuca idahoensis"	"Festuca"	"idahoensis"	"N"	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.8607814495	1.66286667461478	NA	0.672903225806452	NA	NA	17.6692676430265	29.6	20	25
"150"	152	36	"Centaurea maculosa"	"Centaurea"	"maculosa"	"I"	1	NA	NA	NA	NA	22.5194946284	NA	NA	NA	NA	NA	NA	NA	1.3259359595	2.48681983971304	NA	NA	3.5	0.496401	20.484	19.3	20	0
"151"	153	36	"Stipa comata"	"Stipa"	"comata"	"N"	2	NA	NA	NA	NA	33.6619981153846	NA	NA	NA	NA	NA	NA	NA	1.72849487062963	2.91488742857143	NA	1.724441	NA	NA	16.95	NA	20	25
"152"	154	36	"Pseudoroegneria spicata"	"Pseudoroegneria"	"spicata"	"N"	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.6	NA	NA	NA	20	25
"153"	155	36	"Pascopyron smithii"	"Pascopyron"	"smithii"	"N"	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.2	NA	NA	NA	20	25
"154"	156	36	"Festuca idahoensis"	"Festuca"	"idahoensis"	"N"	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.8607814495	1.66286667461478	NA	0.672903225806452	NA	NA	17.6692676430265	29.6	20	25
"155"	157	37	"Centaurea maculosa"	"Centaurea"	"maculosa"	"I"	1	NA	NA	NA	NA	22.5194946284	NA	NA	NA	NA	NA	NA	NA	1.3259359595	2.48681983971304	NA	NA	3.5	0.496401	20.484	19.3	20	0
"156"	158	37	"Stipa comata"	"Stipa"	"comata"	"N"	2	NA	NA	NA	NA	33.6619981153846	NA	NA	NA	NA	NA	NA	NA	1.72849487062963	2.91488742857143	NA	1.724441	NA	NA	16.95	NA	20	25
"157"	159	37	"Pseudoroegneria spicata"	"Pseudoroegneria"	"spicata"	"N"	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.6	NA	NA	NA	20	25
"158"	160	37	"Pascopyron smithii"	"Pascopyron"	"smithii"	"N"	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.2	NA	NA	NA	20	25
"159"	161	37	"Festuca idahoensis"	"Festuca"	"idahoensis"	"N"	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.8607814495	1.66286667461478	NA	0.672903225806452	NA	NA	17.6692676430265	29.6	20	25
"160"	162	38	"Centaurea maculosa"	"Centaurea"	"maculosa"	"I"	1	NA	NA	NA	NA	22.5194946284	NA	NA	NA	NA	NA	NA	NA	1.3259359595	2.48681983971304	NA	NA	3.5	0.496401	20.484	19.3	20	0
"161"	163	38	"Stipa comata"	"Stipa"	"comata"	"N"	2	NA	NA	NA	NA	33.6619981153846	NA	NA	NA	NA	NA	NA	NA	1.72849487062963	2.91488742857143	NA	1.724441	NA	NA	16.95	NA	20	25
"162"	164	38	"Pseudoroegneria spicata"	"Pseudoroegneria"	"spicata"	"N"	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.6	NA	NA	NA	20	25
"163"	165	38	"Pascopyron smithii"	"Pascopyron"	"smithii"	"N"	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.2	NA	NA	NA	20	25
"164"	166	38	"Festuca idahoensis"	"Festuca"	"idahoensis"	"N"	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.8607814495	1.66286667461478	NA	0.672903225806452	NA	NA	17.6692676430265	29.6	20	25
"165"	167	39	"Centaurea maculosa"	"Centaurea"	"maculosa"	"I"	1	NA	NA	NA	NA	22.5194946284	NA	NA	NA	NA	NA	NA	NA	1.3259359595	2.48681983971304	NA	NA	3.5	0.496401	20.484	19.3	20	0
"166"	168	39	"Stipa comata"	"Stipa"	"comata"	"N"	2	NA	NA	NA	NA	33.6619981153846	NA	NA	NA	NA	NA	NA	NA	1.72849487062963	2.91488742857143	NA	1.724441	NA	NA	16.95	NA	20	25
"167"	169	39	"Pseudoroegneria spicata"	"Pseudoroegneria"	"spicata"	"N"	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.6	NA	NA	NA	20	25
"168"	170	39	"Pascopyron smithii"	"Pascopyron"	"smithii"	"N"	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.2	NA	NA	NA	20	25
"169"	171	39	"Festuca idahoensis"	"Festuca"	"idahoensis"	"N"	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.8607814495	1.66286667461478	NA	0.672903225806452	NA	NA	17.6692676430265	29.6	20	25
"170"	172	40	"Centaurea maculosa"	"Centaurea"	"maculosa"	"I"	1	NA	NA	NA	NA	22.5194946284	NA	NA	NA	NA	NA	NA	NA	1.3259359595	2.48681983971304	NA	NA	3.5	0.496401	20.484	19.3	20	0
"171"	173	40	"Stipa comata"	"Stipa"	"comata"	"N"	2	NA	NA	NA	NA	33.6619981153846	NA	NA	NA	NA	NA	NA	NA	1.72849487062963	2.91488742857143	NA	1.724441	NA	NA	16.95	NA	20	25
"172"	174	40	"Pseudoroegneria spicata"	"Pseudoroegneria"	"spicata"	"N"	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.6	NA	NA	NA	20	25
"173"	175	40	"Pascopyron smithii"	"Pascopyron"	"smithii"	"N"	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.2	NA	NA	NA	20	25
"174"	176	40	"Festuca idahoensis"	"Festuca"	"idahoensis"	"N"	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.8607814495	1.66286667461478	NA	0.672903225806452	NA	NA	17.6692676430265	29.6	20	25
"175"	177	41	"Centaurea maculosa"	"Centaurea"	"maculosa"	"I"	1	NA	NA	NA	NA	22.5194946284	NA	NA	NA	NA	NA	NA	NA	1.3259359595	2.48681983971304	NA	NA	3.5	0.496401	20.484	19.3	20	0
"176"	178	41	"Stipa comata"	"Stipa"	"comata"	"N"	2	NA	NA	NA	NA	33.6619981153846	NA	NA	NA	NA	NA	NA	NA	1.72849487062963	2.91488742857143	NA	1.724441	NA	NA	16.95	NA	20	25
"177"	179	41	"Pseudoroegneria spicata"	"Pseudoroegneria"	"spicata"	"N"	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.6	NA	NA	NA	20	25
"178"	180	41	"Pascopyron smithii"	"Pascopyron"	"smithii"	"N"	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.2	NA	NA	NA	20	25
"179"	181	41	"Festuca idahoensis"	"Festuca"	"idahoensis"	"N"	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.8607814495	1.66286667461478	NA	0.672903225806452	NA	NA	17.6692676430265	29.6	20	25
"180"	182	42	"Centaurea maculosa"	"Centaurea"	"maculosa"	"I"	1	NA	NA	NA	NA	22.5194946284	NA	NA	NA	NA	NA	NA	NA	1.3259359595	2.48681983971304	NA	NA	3.5	0.496401	20.484	19.3	20	0
"181"	183	42	"Stipa comata"	"Stipa"	"comata"	"N"	2	NA	NA	NA	NA	33.6619981153846	NA	NA	NA	NA	NA	NA	NA	1.72849487062963	2.91488742857143	NA	1.724441	NA	NA	16.95	NA	20	25
"182"	184	42	"Pseudoroegneria spicata"	"Pseudoroegneria"	"spicata"	"N"	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.6	NA	NA	NA	20	25
"183"	185	42	"Pascopyron smithii"	"Pascopyron"	"smithii"	"N"	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.2	NA	NA	NA	20	25
"184"	186	42	"Festuca idahoensis"	"Festuca"	"idahoensis"	"N"	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.8607814495	1.66286667461478	NA	0.672903225806452	NA	NA	17.6692676430265	29.6	20	25
"185"	187	43	"Bromus diandrus"	"Bromus"	"diandrus"	"I"	1	NA	NA	NA	NA	22.3399435995	NA	NA	NA	NA	NA	NA	NA	1.1873071688	2.52816994858636	NA	1.03257266666667	NA	NA	39	NA	50	0
"186"	188	43	"Sporobolus airoides"	"Sporobolus"	"airoides"	"N"	2	NA	NA	NA	NA	40.030268	NA	NA	NA	NA	NA	NA	NA	0.8578596395	1.91419619998125	NA	1.4966866	NA	NA	20.1158490565	NA	50	100
"187"	189	44	"Hordeum marinum"	"Hordeum"	"marinum"	"I"	1	NA	NA	NA	NA	16.4	NA	NA	NA	NA	NA	NA	NA	1.30303775	2.99167773890909	NA	NA	NA	NA	43.7916666666667	NA	50	0
"188"	190	44	"Sporobolus airoides"	"Sporobolus"	"airoides"	"N"	2	NA	NA	NA	NA	40.030268	NA	NA	NA	NA	NA	NA	NA	0.8578596395	1.91419619998125	NA	1.4966866	NA	NA	20.1158490565	NA	50	100
"189"	191	45	"Berberis thunbergii"	"Berberis"	"thunbergii"	"I"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.097027066	1.72307142855714	NA	NA	NA	NA	12.8658606795962	21.3	12.5	0
"190"	192	45	"Vaccinium stamineum"	"Vaccinium"	"stamineum"	"N"	2	NA	NA	NA	NA	26.6002492	NA	NA	NA	NA	NA	NA	NA	1.31329681614706	1.52192766351534	0.667116666666667	NA	NA	0.6173345	13.7749562971041	12.1142857142857	12.5	14.2857142857143
"191"	193	45	"Vaccinium pallidum"	"Vaccinium"	"pallidum"	"N"	3	NA	NA	NA	NA	26.6002492	NA	NA	NA	NA	NA	NA	NA	1.31329681614706	1.52192766351534	0.667116666666667	NA	NA	0.6173345	13.7749562971041	12.1142857142857	12.5	14.2857142857143
"192"	194	45	"Vaccinium angustifolium"	"Vaccinium"	"angustifolium"	"N"	4	NA	NA	NA	NA	26.6002492	NA	NA	NA	NA	NA	NA	NA	0.74149277525	1.62297777777778	0.667116666666667	NA	NA	0.664667	29.2065211192	12.1142857142857	12.5	14.2857142857143
"193"	195	45	"Quercus spp"	"Quercus"	"spp"	"N"	5	NA	NA	NA	NA	23.2264758761585	59.7478260869565	101.955	NA	83.8835	NA	NA	NA	1.88883861208443	1.9137141967259	1.062	1.15580101851852	NA	0.202142844497608	11.2796027793589	13.5692307692308	12.5	14.2857142857143
"194"	196	45	"Gaylussacia baccata"	"Gaylussacia"	"baccata"	"N"	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.121788788	1.646111	NA	NA	NA	0.423	14.7977975795	NA	12.5	14.2857142857143
"195"	197	45	"Carya spp"	"Carya"	"spp"	"N"	7	NA	NA	NA	NA	29.15	38.5	NA	NA	NA	NA	NA	NA	1.39481235322727	1.85680294285714	NA	1.525	NA	NA	18.4573367723548	NA	12.5	14.2857142857143
"196"	198	45	"Betula lenta"	"Betula"	"lenta"	"N"	8	NA	NA	NA	NA	27.9	58.6571428571429	NA	NA	NA	NA	NA	NA	1.85037273245946	2.69588888888889	0.842475	1.89	NA	0.906104486486486	22.6332967625	16.3	12.5	14.2857142857143
"197"	199	46	"Berberis thunbergii"	"Berberis"	"thunbergii"	"I"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.097027066	1.72307142855714	NA	NA	NA	NA	12.8658606795962	21.3	12.5	0
"198"	200	46	"Vaccinium stamineum"	"Vaccinium"	"stamineum"	"N"	2	NA	NA	NA	NA	26.6002492	NA	NA	NA	NA	NA	NA	NA	1.31329681614706	1.52192766351534	0.667116666666667	NA	NA	0.6173345	13.7749562971041	12.1142857142857	12.5	14.2857142857143
"199"	201	46	"Vaccinium pallidum"	"Vaccinium"	"pallidum"	"N"	3	NA	NA	NA	NA	26.6002492	NA	NA	NA	NA	NA	NA	NA	1.31329681614706	1.52192766351534	0.667116666666667	NA	NA	0.6173345	13.7749562971041	12.1142857142857	12.5	14.2857142857143
"200"	202	46	"Vaccinium angustifolium"	"Vaccinium"	"angustifolium"	"N"	4	NA	NA	NA	NA	26.6002492	NA	NA	NA	NA	NA	NA	NA	0.74149277525	1.62297777777778	0.667116666666667	NA	NA	0.664667	29.2065211192	12.1142857142857	12.5	14.2857142857143
"201"	203	46	"Quercus spp"	"Quercus"	"spp"	"N"	5	NA	NA	NA	NA	23.2264758761585	59.7478260869565	101.955	NA	83.8835	NA	NA	NA	1.88883861208443	1.9137141967259	1.062	1.15580101851852	NA	0.202142844497608	11.2796027793589	13.5692307692308	12.5	14.2857142857143
