"GenusSpecies"	"MeasID_3"	"MeasID_4"	"MeasID_5"	"MeasID_6"	"MeasID_7"	"MeasID_8"	"MeasID_9"	"MeasID_10"	"MeasID_11"	"MeasID_12"	"MeasID_13"	"MeasID_14"	"MeasID_15"	"MeasID_16"	"MeasID_17"	"MeasID_18"
"3122"	"Dipterocarpus alatus"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.42	NA	NA	NA	NA	NA	NA
"3123"	"Dipterocarpus applanatus"	NA	NA	NA	NA	NA	NA	NA	NA	0.618447145	1.3840420843	NA	NA	NA	NA	22.379310751	NA
"3124"	"Dipterocarpus caudiferus"	NA	NA	NA	NA	NA	NA	NA	NA	0.575197477	1.3121161702	NA	NA	NA	NA	22.811577261	NA
"3125"	"Dipterocarpus globosus"	NA	NA	NA	NA	NA	NA	NA	NA	0.9	NA	NA	NA	NA	NA	4.9704877285	NA
"3126"	"Dipterocarpus grandiflorus"	NA	NA	NA	NA	NA	NA	NA	NA	0.893956336	1.4633898294	NA	NA	NA	NA	16.369813272	NA
"3127"	"Dipterocarpus sublamellatus"	NA	NA	NA	NA	NA	NA	NA	NA	2.189997709	1.4895	NA	NA	NA	NA	10.2191819725	NA
"3128"	"Dipteryx magnifica"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.8775	NA	NA	NA	NA	NA	NA
"3129"	"Dipteryx odorata"	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.198	NA	NA	NA	NA	NA	NA
"3130"	"Dipteryx oleifera"	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.796765531	NA	NA	NA	NA	15.9186403009167	NA
"3131"	"Dipteryx panamensis"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26.9540832778571	NA
"3132"	"Dipteryx punctata"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.9	NA	NA	NA	NA	NA	NA
"3133"	"Dirca occidentalis"	NA	NA	NA	NA	NA	NA	NA	NA	1.281523648	2.48306504765	NA	NA	NA	NA	19.531518188	NA
"3134"	"Dirca palustris"	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.365	NA	NA	NA	NA	NA	NA
"3135"	"Discaria toumatou"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.576683468	NA
"3136"	"Discoglypremna caloneura"	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.58	NA	NA	NA	NA	NA	NA
"3137"	"Dissocarpus biflorus"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.0805731175	NA
"3138"	"Dissocarpus paradoxus"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.67120538983333	NA
"3139"	"Distichlis spicata"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.446	NA	NA	NA	NA	NA	NA
"3140"	"Distichophyllum freycineti"	NA	NA	NA	NA	NA	NA	NA	NA	0.0749	1.1	NA	NA	NA	NA	12.360939431	NA
"3141"	"Distictis granulosa"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.49	NA	NA	NA	NA	NA	NA
"3142"	"Dittrichia viscosa"	NA	NA	NA	NA	NA	NA	NA	NA	1.83034398	3.4	NA	NA	NA	NA	18.575743338	NA
"3143"	"Dodecastigma integrifolium"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.44	NA	NA	NA	NA	NA	NA
"3144"	"Dodonaea attenuata"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.8181143805	NA
"3145"	"Dodonaea filifolia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.092424242	NA
"3146"	"Dodonaea peduncularis"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.9029393596667	NA
"3147"	"Dodonaea triangularis"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.471716953	NA
"3148"	"Dodonaea triquetra"	NA	NA	NA	NA	NA	NA	NA	NA	1.80466657833333	1.91015768168333	NA	NA	NA	NA	10.5328717213333	NA
"3149"	"Dodonaea viscosa"	NA	NA	NA	NA	NA	NA	NA	NA	2.63818688533333	1.96513413370455	NA	NA	NA	NA	6.97657810281481	NA
"3150"	"Dodonaea viscosacuneata"	NA	NA	NA	NA	NA	NA	NA	NA	2.24	1.9789762835	NA	NA	NA	NA	8.812237639	NA
"3151"	"Doliocarpus dentatus"	NA	NA	NA	NA	NA	NA	NA	NA	1.631520532	1.4681347465	NA	NA	NA	NA	11.0909252165	NA
"3152"	"Doliocarpus major"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.654292999	NA	NA	NA	NA	14.6361990370769	NA
"3153"	"Doliocarpus multiflorus"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.44804198625	NA
"3154"	"Doliocarpus olivaceus"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.732453971	NA	NA	NA	NA	14.166161114	NA
"3155"	"Dombeya mukole"	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.7725	NA	NA	NA	NA	NA	NA
"3156"	"Doronicum clusii"	NA	NA	NA	NA	NA	NA	NA	NA	1.971501073	4.04	NA	NA	NA	NA	20.492	NA
"3157"	"Doronicum pardalianches"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	31.55	NA
"3158"	"Dorycnium pentaphyllum"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.428571428	NA
"3159"	"Doryphora sassafras"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.6625672923333	NA
"3160"	"Dovyalis longispina"	NA	NA	NA	NA	NA	NA	NA	NA	3.530035335	2.997	NA	NA	NA	NA	8.49	NA
"3161"	"Draba aizoides"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.419	NA
"3162"	"Draba alpina"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.92	NA	NA	NA	NA	NA	NA
"3163"	"Draba arbuscula"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.142857142	NA
"3164"	"Draba aretioides"	NA	NA	NA	NA	NA	NA	NA	NA	1.6188	2.13	NA	NA	NA	NA	13.157894736	NA
"3165"	"Draba asprella"	NA	NA	NA	NA	NA	NA	NA	NA	0.75220725	0.9402590636	NA	NA	NA	NA	12.5	NA
"3166"	"Draba bellardii"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	NA
"3167"	"Draba breweri"	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.1	NA	NA	NA	NA	NA	NA
"3168"	"Draba cheiranthoides"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.555555555	NA
"3169"	"Draba chionophila"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.5548654235	NA
"3170"	"Draba empetroides"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.333333333	NA
"3171"	"Draba groenlandica"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.67	NA	NA	NA	NA	NA	NA
"3172"	"Draba hispida"	NA	NA	NA	NA	NA	NA	NA	NA	0.792436772	3.459476191	NA	NA	NA	NA	43.656179434	NA
"3173"	"Draba korshinskyi"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	34.129692832	NA
"3174"	"Draba lindenii"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.692307692	NA
"3175"	"Draba muralis"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26.1	NA
"3176"	"Draba pamirica"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.290519877	NA
"3177"	"Draba pamplonensis"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.142857142	NA
"3178"	"Draba sp"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.7	NA	NA	NA	NA	NA	NA
"3179"	"Dracaena sanderiana"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.763642876	NA
"3180"	"Dracocephalum heterophyllum"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.598540145	NA
"3181"	"Dracocephalum paulsenii"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.552099533	NA
"3182"	"Dracophyllum longifolium"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.29026731233333	NA
"3183"	"Dracophyllum palustre"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.935772509	NA
"3184"	"Dracophyllum prostratum"	NA	NA	NA	NA	NA	NA	NA	NA	1.201657315	0.8801291765	NA	NA	NA	NA	7.324294248	NA
"3185"	"Dracophyllum uniflorum"	NA	NA	NA	NA	NA	NA	NA	NA	1.962491872	0.8691423124	NA	NA	NA	NA	7.156686508	NA
"3186"	"Drimys granadensis"	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.71	NA	NA	NA	NA	9.276437847	NA
"3187"	"Drimys piperita"	NA	NA	NA	NA	NA	NA	NA	NA	1.399887469	1.8411079144	NA	NA	NA	NA	10.6608305576667	NA
"3188"	"Drimys winteri"	NA	NA	NA	NA	NA	NA	NA	NA	1.35417864075	0.9212	NA	NA	NA	NA	7.779775448375	NA
"3189"	"Drosera anglica"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	29.7957142857143	NA
"3190"	"Drosera intermedia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28.309	NA
"3191"	"Drosera rotundifolia"	NA	NA	NA	NA	NA	NA	NA	NA	0.302163643	1.2751237553	2.223275	NA	NA	NA	42.40720709775	NA
"3192"	"Drosera sp"	NA	NA	NA	NA	NA	NA	NA	NA	0.740375329	1.491	NA	NA	NA	NA	20.138434403	NA
"3193"	"Drosera spathulata"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	34.5165808425	NA
"3194"	"Dry alluvial"	30.5	36.5	NA	NA	NA	NA	NA	NA	NA	1.541	NA	NA	NA	NA	NA	NA
"3195"	"Dryadodaphne crassa"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.12	NA	NA
"3196"	"Dryandra cynaroides"	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.51	NA	NA	NA	NA	NA	NA
"3197"	"Dryandra nivea"	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.94	NA	NA	NA	NA	NA	NA
"3198"	"Dryandra sessilis"	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.84	NA	NA	NA	NA	4.672897196	NA
"3199"	"Dryas integrifolia"	NA	NA	NA	NA	NA	NA	NA	NA	2.3071779	1.3524825	NA	NA	NA	0.5	5.8944363256	NA
"3200"	"Dryas octopetala"	NA	NA	NA	NA	NA	NA	NA	NA	2.0616169654	1.90628872548824	0.856275	NA	NA	NA	13.2838461788649	13.4
"3201"	"Dryas punctata"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.12	NA	NA	NA	NA	NA	NA
"3202"	"Dryas sp"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.86833333333333	NA	NA	NA	NA	NA	NA
"3203"	"Drymaria leptophylla"	NA	NA	NA	NA	NA	NA	NA	NA	0.538484036	1.0769680738	NA	NA	NA	NA	20	NA
"3204"	"Drymaria molluginea"	NA	NA	NA	NA	NA	NA	NA	NA	0.913542559	0.6212089401	NA	NA	NA	NA	6.8	NA
"3205"	"Drymonia serrulata"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.937704092	NA
"3206"	"Dryobalanops aromatica"	NA	NA	NA	NA	NA	NA	NA	NA	1.05	1.39666666666667	NA	NA	NA	NA	11.1294044653846	NA
"3207"	"Dryobalanops lanceolata"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.52666666666667	NA	NA	NA	NA	NA	NA
"3208"	"Dryopteris affinis"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25.515	NA
"3209"	"Dryopteris carthusiana"	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.404	NA	NA	NA	NA	24.598144150375	NA
"3210"	"Dryopteris dilatata"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.3894249834286	NA
"3211"	"Dryopteris expansa"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.765	NA
"3212"	"Dryopteris filix-mas"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	32.934369366	NA
"3213"	"Dryopteris goldiana"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	34.364261168	NA
"3214"	"Dryopteris intermedia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27.322404371	NA
"3215"	"Dryopteris marginalis"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.154589371	NA
"3216"	"Dryopteris remota"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	32.1	NA
"3217"	"Drypetes arguta"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.72	NA
"3218"	"Drypetes glauca"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.85	NA	NA	NA	0.63	NA	NA
"3219"	"Drypetes hieranensis"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.89	NA	NA	NA	NA	NA	NA
"3220"	"Drypetes natalensis"	NA	NA	NA	NA	NA	NA	NA	NA	2.963095238	2.489	NA	NA	NA	NA	8.4	NA
"3221"	"Drypetes standleyi"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.616988084	NA	NA	NA	NA	11.6750489611667	NA
"3222"	"Drypetes variabilis"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"3223"	"Dubautia scabra"	NA	NA	NA	NA	NA	NA	NA	NA	0.541009885	0.81	NA	NA	NA	NA	12.6194702255	NA
"3224"	"Duchesnea indica"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28.856	NA
"3225"	"Duguetia cadaverica"	NA	NA	NA	NA	NA	NA	NA	NA	1.71	2.671875	NA	NA	NA	NA	15.3296463885	NA
"3226"	"Duguetia echinophora"	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.2375	NA	NA	NA	NA	NA	NA
"3227"	"Duguetia furfuracea"	NA	NA	NA	NA	NA	NA	NA	NA	3.156312625	1.89	NA	NA	NA	NA	5.988	NA
"3228"	"Duguetia lucida"	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.53	NA	NA	NA	NA	NA	NA
"3229"	"Duguetia riparia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.31	NA	NA	NA	NA	NA	NA
"3230"	"Duguetia sp"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.53	NA	NA	NA	NA	NA	NA
"3231"	"Duguetia surinamensis"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.764705882	NA
"3232"	"Duguetia trunciflora"	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.21	NA	NA	NA	NA	NA	NA
"3233"	"Dulichium arundinaceum"	NA	NA	NA	NA	NA	NA	NA	NA	2.3576	3.808	NA	NA	NA	NA	16.162922256	NA
"3234"	"Dupontia fisheri"	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.69	NA	NA	NA	2.37	NA	NA
"3235"	"Duroia eriopila"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.61	NA	NA	NA	NA	NA	NA
"3236"	"Duroia fusifera"	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.63	NA	NA	NA	NA	NA	NA
"3237"	"Duroia macrophylla"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.99	NA	NA	NA	NA	NA	NA
"3238"	"Dussia atropurpurea"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.729651998	NA
"3239"	"Dussia mexicana"	NA	NA	NA	NA	NA	NA	NA	NA	1.298411011	1.582	NA	NA	NA	NA	12.1997759465	NA
"3240"	"Dussia munda"	NA	NA	NA	NA	NA	NA	NA	NA	2.365470852	1.96336821233333	NA	NA	NA	NA	9.18939538933333	NA
"3241"	"Dussia sp"	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.69	NA	NA	NA	NA	11.4060439958333	NA
"3242"	"Dwarf shrub"	NA	NA	NA	NA	NA	NA	NA	NA	1.3678	2.106412	NA	NA	NA	NA	15.4	NA
"3243"	"Dyera costulata"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.932551319	NA
"3244"	"Dysoxylum kusukusuense"	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.43	NA	NA	NA	NA	NA	NA
"3245"	"Dysoxylum schiffneri"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.5712900696667	NA
"3246"	"Dysoxylum sp"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.7125	NA	NA	NA	0.813333	NA	NA
"3247"	"Dysphania littoralis"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.24	NA
"3248"	"Dystovomita paniculata"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"3249"	"EA sp"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	32.8	NA
"3250"	"Earina autumnalis"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.530825165	NA
"3251"	"Ebenaceae sp"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.48695476822917	NA	NA	NA	NA	NA	NA
"3252"	"Ecballium elaterium"	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.825	NA	NA	NA	NA	NA	NA
"3253"	"Ecclinusa abbreviata"	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.238	NA	NA	NA	NA	NA	NA
"3254"	"Ecclinusa bacuri"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.91571428571429	NA	NA	NA	NA	NA	NA
"3255"	"Ecclinusa guianensis"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.464	NA	NA	NA	NA	NA	NA
"3256"	"Ecclinusa ramiflora"	29.0525	NA	NA	NA	NA	NA	NA	NA	1.701595435	1.635	NA	NA	NA	NA	9.608629443	NA
"3257"	"Echeandia flavescens"	NA	NA	NA	NA	NA	NA	NA	NA	1.023964372	2.3960766322	NA	NA	NA	NA	23.4	NA
"3258"	"Echinacea angustifolia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.5660442	NA
"3259"	"Echinacea pallida"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.862972	NA	NA	NA	NA	10.265	NA
"3260"	"Echinacea purpurea"	NA	NA	NA	NA	NA	NA	NA	NA	1.16910505833333	1.56208266666667	NA	NA	NA	NA	10.9733333333333	NA
"3261"	"Echinochloa crus-galli"	NA	NA	NA	NA	NA	NA	NA	NA	0.82446	1.736	NA	NA	NA	NA	29.1443628963077	NA
"3262"	"Echinochloa crusgalli"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	39.724	NA
"3263"	"Echinolaena inflexa"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.475	NA	NA	NA	NA	NA	NA
"3264"	"Echinopogon sp"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.075088967	NA
"3265"	"Echinops exaltatus"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.196	NA
"3266"	"Echinops ritro"	NA	NA	NA	NA	NA	NA	NA	NA	2.036549817	2.0710673483	NA	NA	NA	NA	9.90334008722222	NA
"3267"	"Echium candicans"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.698630136	NA
"3268"	"Echium plantagineum"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.698	NA	NA	NA	NA	29.5484	NA
"3269"	"Echium vulgare"	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.36	NA	NA	NA	NA	14.45	NA
"3270"	"Egeria najas"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	34.246575342	NA
"3271"	"Ehretia rigida"	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.25	NA	NA	NA	NA	NA	NA
"3272"	"Ehrharta avenacea"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.1486583256364	NA
"3273"	"Ehrharta stipoides"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	37.313432835	NA
"3274"	"Eichhornia crassipes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.911	NA	NA	NA	2.171	49.533640772	NA
"3275"	"Einadia nutans"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.77247457	NA
"3276"	"Ekebergia capensis"	NA	NA	NA	NA	NA	NA	NA	NA	2.63567996233333	2.13433333333333	NA	NA	NA	NA	7.61666666666667	NA
"3277"	"Elaeagnus angustifolia"	NA	NA	NA	NA	NA	NA	NA	NA	3.209677419	3.98	NA	NA	NA	NA	12.4	NA
"3278"	"Elaeagnus pungens"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.4965	NA
"3279"	"Elaeis guineensis"	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.771111	NA	NA	NA	NA	NA	NA
"3280"	"Elaeis oleifera"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.91989664	NA
"3281"	"Elaeocarpus angustifolius"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.196721311	NA
"3282"	"Elaeocarpus bifidus"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.18	NA	NA	NA	NA	10.193679918	NA
"3283"	"Elaeocarpus decipiens"	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.237	NA	NA	NA	NA	14.1	NA
"3284"	"Elaeocarpus hookerianus"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.918600609	NA
"3285"	"Elaeocarpus ptilanthus"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.87897957142857	NA	NA	NA	0.404378	NA	NA
"3286"	"Elaeocarpus reticulatus"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.9173108275	NA
"3287"	"Elaeocarpus sayeri"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.56	NA	NA	NA	0.32	NA	NA
"3288"	"Elaeocarpus yateensis"	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.86	NA	NA	NA	NA	NA	NA
"3289"	"Elaphoglossum alatum"	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.81	NA	NA	NA	NA	9.5	NA
"3290"	"Elaphoglossum gayanum"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.5018643475	NA
"3291"	"Elaphoglossum herminieri"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.950495049	NA
"3292"	"Elaphoglossum latifolium"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.259259259	NA
"3293"	"Elaphoglossum peltatum"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.698630136	NA
"3294"	"Elateriospermum tapos"	NA	NA	NA	NA	NA	NA	NA	NA	1.958252617	1.689	NA	NA	NA	NA	8.625036344	NA
"3295"	"Elatine hexandra"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	67.14	NA
"3296"	"Elatine hydropiper"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	44.896	NA
"3297"	"Elatostema sp"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.24	NA	NA	NA	NA	NA	NA
"3298"	"Eleagnus angustifolia"	NA	NA	NA	NA	NA	NA	NA	NA	3.21	3.98	NA	NA	NA	NA	12.4	NA
"3299"	"Eleocharis acicularis"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	76.892	NA
"3300"	"Eleocharis albibracteata"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26.924773818	NA
"3301"	"Eleocharis erythropoda"	NA	NA	NA	NA	NA	NA	NA	NA	1.428	2.016	NA	NA	NA	NA	14.152278516	NA
"3302"	"Eleocharis multicaulis"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.798	NA
"3303"	"Eleocharis obtusa"	NA	NA	NA	NA	NA	NA	NA	NA	1.022	1.82	NA	NA	NA	NA	17.815784785	NA
"3304"	"Eleocharis palustris"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.91	NA	NA	NA	NA	10.31	NA
"3305"	"Eleocharis quadrangulata"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.02	NA	NA	NA	NA	NA	NA
"3306"	"Eleocharis quinqueflora"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.678	NA
"3307"	"Eleocharis smallii"	NA	NA	NA	NA	NA	NA	NA	NA	1.6492	1.708	NA	NA	NA	NA	10.364842454	NA
"3308"	"Eleocharis sp"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.03	NA	NA	NA	NA	NA	NA
"3309"	"Eleocharis uniglumis"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.372	NA
"3310"	"Elephantopus carolinianus"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.062473104	NA
"3311"	"Elephantopus scaber"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.85	NA	NA	NA	NA	NA	NA
"3312"	"Elephantopus tomentosus"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.399	NA	NA	NA	NA	NA	NA
"3313"	"Elephantorrhiza burkii"	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.04	NA	NA	NA	NA	NA	NA
"3314"	"Eleusine indica"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.0716	NA
"3315"	"Elionurus muticus"	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.945	NA	0.38	NA	NA	NA	NA
"3316"	"Elizabetha speciosa"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.43	NA	NA	NA	NA	NA	NA
"3317"	"Elodea canadensis"	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.01	NA	NA	NA	NA	55.487060862	NA
"3318"	"Elodea nuttallii"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26.05	NA
"3319"	"Elymus canadensis"	21.5296053	NA	NA	NA	NA	NA	NA	NA	1.080973949	2.90534366666667	NA	1.6685785	NA	NA	29.9653415455714	NA
"3320"	"Elymus caninus"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27.85	NA
