"obsID"	"traitcolnum"	"traitname"	"invCWM"	"natCWM"	"numspp"	"numinfospp"	"info"
"344"	"22"	"8"	"MeasID_10"	NA	NA	3	"0"	NA
"345"	"22"	"9"	"MeasID_11"	1.048513533	1.31329681614706	3	"2"	NA
"346"	"22"	"10"	"MeasID_12"	1.2	0.74	3	"3"	NA
"347"	"22"	"11"	"MeasID_13"	0	0.667116666666667	3	"1"	NA
"348"	"22"	"12"	"MeasID_14"	NA	NA	3	"0"	NA
"349"	"22"	"13"	"MeasID_15"	NA	NA	3	"0"	NA
"350"	"22"	"14"	"MeasID_16"	0	0.6173345	3	"1"	NA
"351"	"22"	"15"	"MeasID_17"	6.4329303397981	13.7749562971041	3	"2"	NA
"352"	"22"	"16"	"MeasID_18"	10.65	12.1142857142857	3	"2"	NA
"353"	"23"	"1"	"MeasID_3"	11.16997179975	0	2	"1"	NA
"354"	"23"	"2"	"MeasID_4"	102.545	48.15	2	"2"	NA
"355"	"23"	"3"	"MeasID_5"	NA	NA	2	"0"	NA
"356"	"23"	"4"	"MeasID_6"	NA	NA	2	"0"	NA
"357"	"23"	"5"	"MeasID_7"	NA	NA	2	"0"	NA
"358"	"23"	"6"	"MeasID_8"	NA	NA	2	"0"	NA
"359"	"23"	"7"	"MeasID_9"	NA	NA	2	"0"	NA
"360"	"23"	"8"	"MeasID_10"	11.63	8.19	2	"2"	NA
"361"	"23"	"9"	"MeasID_11"	0.542447991	0	2	"1"	NA
"362"	"23"	"10"	"MeasID_12"	2.097317512475	1.9927	2	"2"	NA
"363"	"23"	"11"	"MeasID_13"	NA	NA	2	"0"	NA
"364"	"23"	"12"	"MeasID_14"	0.516286333333335	0	2	"1"	NA
"365"	"23"	"13"	"MeasID_15"	NA	NA	2	"0"	NA
"366"	"23"	"14"	"MeasID_16"	NA	NA	2	"0"	NA
"367"	"23"	"15"	"MeasID_17"	14.1945170973182	0	2	"1"	NA
"368"	"23"	"16"	"MeasID_18"	NA	NA	2	"0"	NA
"369"	"24"	"1"	"MeasID_3"	28.0009708574423	33.6619981153846	2	"2"	NA
"370"	"24"	"2"	"MeasID_4"	115.015	73.09	2	"2"	NA
"371"	"24"	"3"	"MeasID_5"	NA	NA	2	"0"	NA
"372"	"24"	"4"	"MeasID_6"	NA	NA	2	"0"	NA
"373"	"24"	"5"	"MeasID_7"	NA	NA	2	"0"	NA
"374"	"24"	"6"	"MeasID_8"	NA	NA	2	"0"	NA
"375"	"24"	"7"	"MeasID_9"	NA	NA	2	"0"	NA
"376"	"24"	"8"	"MeasID_10"	9.21	3.35	2	"2"	NA
"377"	"24"	"9"	"MeasID_11"	1.40669542631482	1.72849487062963	2	"2"	NA
"378"	"24"	"10"	"MeasID_12"	2.02086607368008	1.83979712241017	2	"2"	NA
"379"	"24"	"11"	"MeasID_13"	NA	NA	2	"0"	NA
"380"	"24"	"12"	"MeasID_14"	1.04412980555556	1.05568694444444	2	"2"	NA
"381"	"24"	"13"	"MeasID_15"	NA	NA	2	"0"	NA
"382"	"24"	"14"	"MeasID_16"	NA	NA	2	"0"	NA
"383"	"24"	"15"	"MeasID_17"	19.1022058754249	9.81537755621333	2	"2"	NA
"384"	"24"	"16"	"MeasID_18"	NA	NA	2	"0"	NA
"385"	"25"	"1"	"MeasID_3"	8.8977720259	0	2	"1"	NA
"386"	"25"	"2"	"MeasID_4"	NA	NA	2	"0"	NA
"387"	"25"	"3"	"MeasID_5"	NA	NA	2	"0"	NA
"388"	"25"	"4"	"MeasID_6"	NA	NA	2	"0"	NA
"389"	"25"	"5"	"MeasID_7"	NA	NA	2	"0"	NA
"390"	"25"	"6"	"MeasID_8"	NA	NA	2	"0"	NA
"391"	"25"	"7"	"MeasID_9"	NA	NA	2	"0"	NA
"392"	"25"	"8"	"MeasID_10"	NA	NA	2	"0"	NA
"393"	"25"	"9"	"MeasID_11"	2.547257073	3.928734146	2	"2"	NA
"394"	"25"	"10"	"MeasID_12"	1.97934034825714	1.63356371026429	2	"2"	NA
"395"	"25"	"11"	"MeasID_13"	NA	NA	2	"0"	NA
"396"	"25"	"12"	"MeasID_14"	0.782	1.063	2	"2"	NA
"397"	"25"	"13"	"MeasID_15"	1.225	2.19	2	"2"	NA
"398"	"25"	"14"	"MeasID_16"	NA	NA	2	"0"	NA
"399"	"25"	"15"	"MeasID_17"	16.0450853251048	11.0464222148649	2	"2"	NA
"400"	"25"	"16"	"MeasID_18"	NA	NA	2	"0"	NA
"401"	"26"	"1"	"MeasID_3"	NA	NA	3	"0"	NA
"402"	"26"	"2"	"MeasID_4"	70.9	74.7	3	"3"	NA
"403"	"26"	"3"	"MeasID_5"	NA	NA	3	"0"	NA
"404"	"26"	"4"	"MeasID_6"	NA	NA	3	"0"	NA
"405"	"26"	"5"	"MeasID_7"	NA	NA	3	"0"	NA
"406"	"26"	"6"	"MeasID_8"	28.3333333333333	35.2	3	"3"	NA
"407"	"26"	"7"	"MeasID_9"	43.1333333333333	53.7	3	"3"	NA
"408"	"26"	"8"	"MeasID_10"	43.1333333333333	53.7	3	"3"	NA
"409"	"26"	"9"	"MeasID_11"	0.862019985933333	1.2930299789	3	"2"	NA
"410"	"26"	"10"	"MeasID_12"	1.24333333333333	1.01	3	"3"	NA
"411"	"26"	"11"	"MeasID_13"	0.736666666666667	0.76	3	"3"	NA
"412"	"26"	"12"	"MeasID_14"	NA	NA	3	"0"	NA
"413"	"26"	"13"	"MeasID_15"	NA	NA	3	"0"	NA
"414"	"26"	"14"	"MeasID_16"	NA	NA	3	"0"	NA
"415"	"26"	"15"	"MeasID_17"	10	6.55	3	"3"	NA
"416"	"26"	"16"	"MeasID_18"	10	6.55	3	"3"	NA
"417"	"27"	"1"	"MeasID_3"	13.8871803294	17.35897541175	5	"2"	NA
"418"	"27"	"2"	"MeasID_4"	14.0533333333333	17.5666666666667	5	"1"	NA
"419"	"27"	"3"	"MeasID_5"	NA	NA	5	"0"	NA
"420"	"27"	"4"	"MeasID_6"	NA	NA	5	"0"	NA
"421"	"27"	"5"	"MeasID_7"	NA	NA	5	"0"	NA
"422"	"27"	"6"	"MeasID_8"	NA	NA	5	"0"	NA
"423"	"27"	"7"	"MeasID_9"	NA	NA	5	"0"	NA
"424"	"27"	"8"	"MeasID_10"	NA	NA	5	"0"	NA
"425"	"27"	"9"	"MeasID_11"	1.30350178372303	1.17850841990379	5	"4"	NA
"426"	"27"	"10"	"MeasID_12"	1.63264845955264	1.21966474111163	5	"4"	NA
"427"	"27"	"11"	"MeasID_13"	NA	NA	5	"0"	NA
"428"	"27"	"12"	"MeasID_14"	0.53718607266129	0.671482590826613	5	"2"	NA
"429"	"27"	"13"	"MeasID_15"	NA	NA	5	"0"	NA
"430"	"27"	"14"	"MeasID_16"	0.0254704761904762	0.0318380952380952	5	"1"	NA
"431"	"27"	"15"	"MeasID_17"	12.0072671466792	10.9067803427656	5	"4"	NA
"432"	"27"	"16"	"MeasID_18"	5.92	7.4	5	"1"	NA
"433"	"28"	"1"	"MeasID_3"	13.7466478665	0	3	"2"	NA
"434"	"28"	"2"	"MeasID_4"	NA	NA	3	"0"	NA
"435"	"28"	"3"	"MeasID_5"	NA	NA	3	"0"	NA
"436"	"28"	"4"	"MeasID_6"	NA	NA	3	"0"	NA
"437"	"28"	"5"	"MeasID_7"	NA	NA	3	"0"	NA
"438"	"28"	"6"	"MeasID_8"	NA	NA	3	"0"	NA
"439"	"28"	"7"	"MeasID_9"	NA	NA	3	"0"	NA
"440"	"28"	"8"	"MeasID_10"	NA	NA	3	"0"	NA
"441"	"28"	"9"	"MeasID_11"	0.811014435683333	2.04462214544444	3	"3"	NA
"442"	"28"	"10"	"MeasID_12"	1.73713022095736	2.68	3	"3"	NA
"443"	"28"	"11"	"MeasID_13"	NA	NA	3	"0"	NA
"444"	"28"	"12"	"MeasID_14"	0.34419088888889	3.76040877776667	3	"2"	NA
"445"	"28"	"13"	"MeasID_15"	NA	NA	3	"0"	NA
"446"	"28"	"14"	"MeasID_16"	0	1.32042	3	"1"	NA
"447"	"28"	"15"	"MeasID_17"	17.3232112618278	21.6830986685873	3	"3"	NA
"448"	"28"	"16"	"MeasID_18"	NA	NA	3	"0"	NA
"449"	"29"	"1"	"MeasID_3"	13.7466478665	0	3	"2"	NA
"450"	"29"	"2"	"MeasID_4"	NA	NA	3	"0"	NA
"451"	"29"	"3"	"MeasID_5"	NA	NA	3	"0"	NA
"452"	"29"	"4"	"MeasID_6"	NA	NA	3	"0"	NA
"453"	"29"	"5"	"MeasID_7"	NA	NA	3	"0"	NA
"454"	"29"	"6"	"MeasID_8"	NA	NA	3	"0"	NA
"455"	"29"	"7"	"MeasID_9"	NA	NA	3	"0"	NA
"456"	"29"	"8"	"MeasID_10"	NA	NA	3	"0"	NA
"457"	"29"	"9"	"MeasID_11"	0.811014435683333	0	3	"2"	NA
"458"	"29"	"10"	"MeasID_12"	1.73713022095736	0	3	"2"	NA
"459"	"29"	"11"	"MeasID_13"	NA	NA	3	"0"	NA
"460"	"29"	"12"	"MeasID_14"	0.34419088888889	0	3	"1"	NA
"461"	"29"	"13"	"MeasID_15"	NA	NA	3	"0"	NA
"462"	"29"	"14"	"MeasID_16"	NA	NA	3	"0"	NA
"463"	"29"	"15"	"MeasID_17"	17.3232112618278	36.5	3	"3"	NA
"464"	"29"	"16"	"MeasID_18"	NA	NA	3	"0"	NA
"465"	"30"	"1"	"MeasID_3"	NA	NA	3	"0"	NA
"466"	"30"	"2"	"MeasID_4"	39.1	16.375	3	"2"	NA
"467"	"30"	"3"	"MeasID_5"	NA	NA	3	"0"	NA
"468"	"30"	"4"	"MeasID_6"	NA	NA	3	"0"	NA
"469"	"30"	"5"	"MeasID_7"	NA	NA	3	"0"	NA
"470"	"30"	"6"	"MeasID_8"	NA	NA	3	"0"	NA
"471"	"30"	"7"	"MeasID_9"	NA	NA	3	"0"	NA
"472"	"30"	"8"	"MeasID_10"	NA	NA	3	"0"	NA
"473"	"30"	"9"	"MeasID_11"	2.96163914270732	0	3	"1"	NA
"474"	"30"	"10"	"MeasID_12"	2.168	0.503	3	"3"	NA
"475"	"30"	"11"	"MeasID_13"	1.3	0.225	3	"2"	NA
"476"	"30"	"12"	"MeasID_14"	3.30978846153462	0	3	"1"	NA
"477"	"30"	"13"	"MeasID_15"	NA	NA	3	"0"	NA
"478"	"30"	"14"	"MeasID_16"	2.63639589999667	0	3	"1"	NA
"479"	"30"	"15"	"MeasID_17"	8.653068161	0	3	"1"	NA
"480"	"30"	"16"	"MeasID_18"	3.018536825	0	3	"1"	NA
"481"	"31"	"1"	"MeasID_3"	15.7896389820476	14.9576003207222	7	"5"	NA
"482"	"31"	"2"	"MeasID_4"	33.9540816326531	39.6130952380952	7	"5"	NA
"483"	"31"	"3"	"MeasID_5"	29.13	33.985	7	"2"	NA
"484"	"31"	"4"	"MeasID_6"	NA	NA	7	"0"	NA
"485"	"31"	"5"	"MeasID_7"	23.9667142857143	27.9611666666667	7	"2"	NA
"486"	"31"	"6"	"MeasID_8"	NA	NA	7	"0"	NA
"487"	"31"	"7"	"MeasID_9"	NA	NA	7	"0"	NA
"488"	"31"	"8"	"MeasID_10"	NA	NA	7	"0"	NA
"489"	"31"	"9"	"MeasID_11"	1.39867559979156	1.35738323145682	7	"6"	NA
"490"	"31"	"10"	"MeasID_12"	1.96522872358883	1.89292425159622	7	"6"	NA
"491"	"31"	"11"	"MeasID_13"	0.303428571428571	0.354	7	"2"	NA
"492"	"31"	"12"	"MeasID_14"	0.394285714285714	0.46	7	"2"	NA
"493"	"31"	"13"	"MeasID_15"	NA	NA	7	"0"	NA
"494"	"31"	"14"	"MeasID_16"	0.175887352785373	0.205201911582935	7	"5"	NA
"495"	"31"	"15"	"MeasID_17"	15.3750293498726	14.8289527079924	7	"6"	NA
"496"	"31"	"16"	"MeasID_18"	18.1497121925693	14.7579975579976	7	"6"	NA
"497"	"32"	"1"	"MeasID_3"	15.7896389820476	14.9576003207222	7	"5"	NA
"498"	"32"	"2"	"MeasID_4"	33.9540816326531	39.6130952380952	7	"5"	NA
"499"	"32"	"3"	"MeasID_5"	29.13	33.985	7	"2"	NA
"500"	"32"	"4"	"MeasID_6"	NA	NA	7	"0"	NA
"501"	"32"	"5"	"MeasID_7"	23.9667142857143	27.9611666666667	7	"2"	NA
"502"	"32"	"6"	"MeasID_8"	NA	NA	7	"0"	NA
"503"	"32"	"7"	"MeasID_9"	NA	NA	7	"0"	NA
"504"	"32"	"8"	"MeasID_10"	NA	NA	7	"0"	NA
"505"	"32"	"9"	"MeasID_11"	1.39867559979156	1.35738323145682	7	"6"	NA
"506"	"32"	"10"	"MeasID_12"	1.96522872358883	1.89292425159622	7	"6"	NA
"507"	"32"	"11"	"MeasID_13"	0.303428571428571	0.354	7	"2"	NA
"508"	"32"	"12"	"MeasID_14"	0.394285714285714	0.46	7	"2"	NA
"509"	"32"	"13"	"MeasID_15"	NA	NA	7	"0"	NA
"510"	"32"	"14"	"MeasID_16"	0.175887352785373	0.205201911582935	7	"5"	NA
"511"	"32"	"15"	"MeasID_17"	15.3750293498726	14.8289527079924	7	"6"	NA
"512"	"32"	"16"	"MeasID_18"	18.1497121925693	14.7579975579976	7	"6"	NA
"513"	"33"	"1"	"MeasID_3"	8.5	0	2	"1"	NA
"514"	"33"	"2"	"MeasID_4"	NA	NA	2	"0"	NA
"515"	"33"	"3"	"MeasID_5"	NA	NA	2	"0"	NA
"516"	"33"	"4"	"MeasID_6"	NA	NA	2	"0"	NA
"517"	"33"	"5"	"MeasID_7"	NA	NA	2	"0"	NA
"518"	"33"	"6"	"MeasID_8"	NA	NA	2	"0"	NA
"519"	"33"	"7"	"MeasID_9"	NA	NA	2	"0"	NA
"520"	"33"	"8"	"MeasID_10"	NA	NA	2	"0"	NA
"521"	"33"	"9"	"MeasID_11"	2.153098835375	0	2	"1"	NA
"522"	"33"	"10"	"MeasID_12"	1.3501111	0	2	"1"	NA
"523"	"33"	"11"	"MeasID_13"	NA	NA	2	"0"	NA
"524"	"33"	"12"	"MeasID_14"	NA	NA	2	"0"	NA
"525"	"33"	"13"	"MeasID_15"	NA	NA	2	"0"	NA
"526"	"33"	"14"	"MeasID_16"	0.3614585	0	2	"1"	NA
"527"	"33"	"15"	"MeasID_17"	3.47333333333333	0	2	"1"	NA
"528"	"33"	"16"	"MeasID_18"	NA	NA	2	"0"	NA
"529"	"34"	"1"	"MeasID_3"	11.2362985487569	8.41549952884615	5	"2"	NA
"530"	"34"	"2"	"MeasID_4"	NA	NA	5	"0"	NA
"531"	"34"	"3"	"MeasID_5"	NA	NA	5	"0"	NA
"532"	"34"	"4"	"MeasID_6"	NA	NA	5	"0"	NA
"533"	"34"	"5"	"MeasID_7"	NA	NA	5	"0"	NA
"534"	"34"	"6"	"MeasID_8"	NA	NA	5	"0"	NA
"535"	"34"	"7"	"MeasID_9"	NA	NA	5	"0"	NA
"536"	"34"	"8"	"MeasID_10"	NA	NA	5	"0"	NA
"537"	"34"	"9"	"MeasID_11"	0.983042455925926	0.897319080032407	5	"3"	NA
"538"	"34"	"10"	"MeasID_12"	1.41291478857985	1.14443852579655	5	"3"	NA
"539"	"34"	"11"	"MeasID_13"	NA	NA	5	"0"	NA
"540"	"34"	"12"	"MeasID_14"	0.47946884516129	0.599336056451613	5	"2"	NA
"541"	"34"	"13"	"MeasID_15"	1.66	1.2	5	"3"	NA
"542"	"34"	"14"	"MeasID_16"	0.0992802	0	5	"1"	NA
"543"	"34"	"15"	"MeasID_17"	11.0206535286053	8.65481691075663	5	"3"	NA
"544"	"34"	"16"	"MeasID_18"	9.78	7.4	5	"2"	NA
"545"	"35"	"1"	"MeasID_3"	11.2362985487569	8.41549952884615	5	"2"	NA
"546"	"35"	"2"	"MeasID_4"	NA	NA	5	"0"	NA
"547"	"35"	"3"	"MeasID_5"	NA	NA	5	"0"	NA
"548"	"35"	"4"	"MeasID_6"	NA	NA	5	"0"	NA
"549"	"35"	"5"	"MeasID_7"	NA	NA	5	"0"	NA
"550"	"35"	"6"	"MeasID_8"	NA	NA	5	"0"	NA
"551"	"35"	"7"	"MeasID_9"	NA	NA	5	"0"	NA
"552"	"35"	"8"	"MeasID_10"	NA	NA	5	"0"	NA
"553"	"35"	"9"	"MeasID_11"	0.983042455925926	0.897319080032407	5	"3"	NA
"554"	"35"	"10"	"MeasID_12"	1.41291478857985	1.14443852579655	5	"3"	NA
"555"	"35"	"11"	"MeasID_13"	NA	NA	5	"0"	NA
"556"	"35"	"12"	"MeasID_14"	0.47946884516129	0.599336056451613	5	"2"	NA
"557"	"35"	"13"	"MeasID_15"	1.66	1.2	5	"3"	NA
"558"	"35"	"14"	"MeasID_16"	0.0992802	0	5	"1"	NA
"559"	"35"	"15"	"MeasID_17"	11.0206535286053	8.65481691075663	5	"3"	NA
"560"	"35"	"16"	"MeasID_18"	9.78	7.4	5	"2"	NA
"561"	"36"	"1"	"MeasID_3"	11.2362985487569	8.41549952884615	5	"2"	NA
"562"	"36"	"2"	"MeasID_4"	NA	NA	5	"0"	NA
"563"	"36"	"3"	"MeasID_5"	NA	NA	5	"0"	NA
"564"	"36"	"4"	"MeasID_6"	NA	NA	5	"0"	NA
"565"	"36"	"5"	"MeasID_7"	NA	NA	5	"0"	NA
"566"	"36"	"6"	"MeasID_8"	NA	NA	5	"0"	NA
"567"	"36"	"7"	"MeasID_9"	NA	NA	5	"0"	NA
"568"	"36"	"8"	"MeasID_10"	NA	NA	5	"0"	NA
"569"	"36"	"9"	"MeasID_11"	0.983042455925926	0.897319080032407	5	"3"	NA
"570"	"36"	"10"	"MeasID_12"	1.41291478857985	1.14443852579655	5	"3"	NA
"571"	"36"	"11"	"MeasID_13"	NA	NA	5	"0"	NA
"572"	"36"	"12"	"MeasID_14"	0.47946884516129	0.599336056451613	5	"2"	NA
"573"	"36"	"13"	"MeasID_15"	1.66	1.2	5	"3"	NA
"574"	"36"	"14"	"MeasID_16"	0.0992802	0	5	"1"	NA
"575"	"36"	"15"	"MeasID_17"	11.0206535286053	8.65481691075663	5	"3"	NA
"576"	"36"	"16"	"MeasID_18"	9.78	7.4	5	"2"	NA
"577"	"37"	"1"	"MeasID_3"	11.2362985487569	8.41549952884615	5	"2"	NA
"578"	"37"	"2"	"MeasID_4"	NA	NA	5	"0"	NA
"579"	"37"	"3"	"MeasID_5"	NA	NA	5	"0"	NA
"580"	"37"	"4"	"MeasID_6"	NA	NA	5	"0"	NA
"581"	"37"	"5"	"MeasID_7"	NA	NA	5	"0"	NA
"582"	"37"	"6"	"MeasID_8"	NA	NA	5	"0"	NA
"583"	"37"	"7"	"MeasID_9"	NA	NA	5	"0"	NA
"584"	"37"	"8"	"MeasID_10"	NA	NA	5	"0"	NA
"585"	"37"	"9"	"MeasID_11"	0.983042455925926	0.897319080032407	5	"3"	NA
"586"	"37"	"10"	"MeasID_12"	1.41291478857985	1.14443852579655	5	"3"	NA
"587"	"37"	"11"	"MeasID_13"	NA	NA	5	"0"	NA
"588"	"37"	"12"	"MeasID_14"	0.47946884516129	0.599336056451613	5	"2"	NA
"589"	"37"	"13"	"MeasID_15"	1.66	1.2	5	"3"	NA
"590"	"37"	"14"	"MeasID_16"	0.0992802	0	5	"1"	NA
"591"	"37"	"15"	"MeasID_17"	11.0206535286053	8.65481691075663	5	"3"	NA
"592"	"37"	"16"	"MeasID_18"	9.78	7.4	5	"2"	NA
"593"	"38"	"1"	"MeasID_3"	11.2362985487569	8.41549952884615	5	"2"	NA
"594"	"38"	"2"	"MeasID_4"	NA	NA	5	"0"	NA
"595"	"38"	"3"	"MeasID_5"	NA	NA	5	"0"	NA
"596"	"38"	"4"	"MeasID_6"	NA	NA	5	"0"	NA
"597"	"38"	"5"	"MeasID_7"	NA	NA	5	"0"	NA
"598"	"38"	"6"	"MeasID_8"	NA	NA	5	"0"	NA
"599"	"38"	"7"	"MeasID_9"	NA	NA	5	"0"	NA
"600"	"38"	"8"	"MeasID_10"	NA	NA	5	"0"	NA
"601"	"38"	"9"	"MeasID_11"	0.983042455925926	0.897319080032407	5	"3"	NA
"602"	"38"	"10"	"MeasID_12"	1.41291478857985	1.14443852579655	5	"3"	NA
"603"	"38"	"11"	"MeasID_13"	NA	NA	5	"0"	NA
"604"	"38"	"12"	"MeasID_14"	0.47946884516129	0.599336056451613	5	"2"	NA
"605"	"38"	"13"	"MeasID_15"	1.66	1.2	5	"3"	NA
"606"	"38"	"14"	"MeasID_16"	0.0992802	0	5	"1"	NA
"607"	"38"	"15"	"MeasID_17"	11.0206535286053	8.65481691075663	5	"3"	NA
"608"	"38"	"16"	"MeasID_18"	9.78	7.4	5	"2"	NA
"609"	"39"	"1"	"MeasID_3"	11.2362985487569	8.41549952884615	5	"2"	NA
"610"	"39"	"2"	"MeasID_4"	NA	NA	5	"0"	NA
"611"	"39"	"3"	"MeasID_5"	NA	NA	5	"0"	NA
"612"	"39"	"4"	"MeasID_6"	NA	NA	5	"0"	NA
"613"	"39"	"5"	"MeasID_7"	NA	NA	5	"0"	NA
"614"	"39"	"6"	"MeasID_8"	NA	NA	5	"0"	NA
"615"	"39"	"7"	"MeasID_9"	NA	NA	5	"0"	NA
"616"	"39"	"8"	"MeasID_10"	NA	NA	5	"0"	NA
"617"	"39"	"9"	"MeasID_11"	0.983042455925926	0.897319080032407	5	"3"	NA
"618"	"39"	"10"	"MeasID_12"	1.41291478857985	1.14443852579655	5	"3"	NA
"619"	"39"	"11"	"MeasID_13"	NA	NA	5	"0"	NA
"620"	"39"	"12"	"MeasID_14"	0.47946884516129	0.599336056451613	5	"2"	NA
"621"	"39"	"13"	"MeasID_15"	1.66	1.2	5	"3"	NA
"622"	"39"	"14"	"MeasID_16"	0.0992802	0	5	"1"	NA
"623"	"39"	"15"	"MeasID_17"	11.0206535286053	8.65481691075663	5	"3"	NA
"624"	"39"	"16"	"MeasID_18"	9.78	7.4	5	"2"	NA
"625"	"40"	"1"	"MeasID_3"	11.2362985487569	8.41549952884615	5	"2"	NA
"626"	"40"	"2"	"MeasID_4"	NA	NA	5	"0"	NA
"627"	"40"	"3"	"MeasID_5"	NA	NA	5	"0"	NA
"628"	"40"	"4"	"MeasID_6"	NA	NA	5	"0"	NA
"629"	"40"	"5"	"MeasID_7"	NA	NA	5	"0"	NA
"630"	"40"	"6"	"MeasID_8"	NA	NA	5	"0"	NA
"631"	"40"	"7"	"MeasID_9"	NA	NA	5	"0"	NA
"632"	"40"	"8"	"MeasID_10"	NA	NA	5	"0"	NA
"633"	"40"	"9"	"MeasID_11"	0.983042455925926	0.897319080032407	5	"3"	NA
"634"	"40"	"10"	"MeasID_12"	1.41291478857985	1.14443852579655	5	"3"	NA
"635"	"40"	"11"	"MeasID_13"	NA	NA	5	"0"	NA
"636"	"40"	"12"	"MeasID_14"	0.47946884516129	0.599336056451613	5	"2"	NA
"637"	"40"	"13"	"MeasID_15"	1.66	1.2	5	"3"	NA
"638"	"40"	"14"	"MeasID_16"	0.0992802	0	5	"1"	NA
"639"	"40"	"15"	"MeasID_17"	11.0206535286053	8.65481691075663	5	"3"	NA
"640"	"40"	"16"	"MeasID_18"	9.78	7.4	5	"2"	NA
"641"	"41"	"1"	"MeasID_3"	11.2362985487569	8.41549952884615	5	"2"	NA
"642"	"41"	"2"	"MeasID_4"	NA	NA	5	"0"	NA
"643"	"41"	"3"	"MeasID_5"	NA	NA	5	"0"	NA
"644"	"41"	"4"	"MeasID_6"	NA	NA	5	"0"	NA
"645"	"41"	"5"	"MeasID_7"	NA	NA	5	"0"	NA
"646"	"41"	"6"	"MeasID_8"	NA	NA	5	"0"	NA
"647"	"41"	"7"	"MeasID_9"	NA	NA	5	"0"	NA
"648"	"41"	"8"	"MeasID_10"	NA	NA	5	"0"	NA
"649"	"41"	"9"	"MeasID_11"	0.983042455925926	0.897319080032407	5	"3"	NA
"650"	"41"	"10"	"MeasID_12"	1.41291478857985	1.14443852579655	5	"3"	NA
"651"	"41"	"11"	"MeasID_13"	NA	NA	5	"0"	NA
"652"	"41"	"12"	"MeasID_14"	0.47946884516129	0.599336056451613	5	"2"	NA
"653"	"41"	"13"	"MeasID_15"	1.66	1.2	5	"3"	NA
"654"	"41"	"14"	"MeasID_16"	0.0992802	0	5	"1"	NA
"655"	"41"	"15"	"MeasID_17"	11.0206535286053	8.65481691075663	5	"3"	NA
"656"	"41"	"16"	"MeasID_18"	9.78	7.4	5	"2"	NA
"657"	"42"	"1"	"MeasID_3"	11.2362985487569	8.41549952884615	5	"2"	NA
"658"	"42"	"2"	"MeasID_4"	NA	NA	5	"0"	NA
"659"	"42"	"3"	"MeasID_5"	NA	NA	5	"0"	NA
"660"	"42"	"4"	"MeasID_6"	NA	NA	5	"0"	NA
"661"	"42"	"5"	"MeasID_7"	NA	NA	5	"0"	NA
"662"	"42"	"6"	"MeasID_8"	NA	NA	5	"0"	NA
"663"	"42"	"7"	"MeasID_9"	NA	NA	5	"0"	NA
"664"	"42"	"8"	"MeasID_10"	NA	NA	5	"0"	NA
"665"	"42"	"9"	"MeasID_11"	0.983042455925926	0.897319080032407	5	"3"	NA
"666"	"42"	"10"	"MeasID_12"	1.41291478857985	1.14443852579655	5	"3"	NA
"667"	"42"	"11"	"MeasID_13"	NA	NA	5	"0"	NA
"668"	"42"	"12"	"MeasID_14"	0.47946884516129	0.599336056451613	5	"2"	NA
"669"	"42"	"13"	"MeasID_15"	1.66	1.2	5	"3"	NA
"670"	"42"	"14"	"MeasID_16"	0.0992802	0	5	"1"	NA
"671"	"42"	"15"	"MeasID_17"	11.0206535286053	8.65481691075663	5	"3"	NA
"672"	"42"	"16"	"MeasID_18"	9.78	7.4	5	"2"	NA
"673"	"43"	"1"	"MeasID_3"	31.18510579975	40.030268	2	"2"	NA
"674"	"43"	"2"	"MeasID_4"	NA	NA	2	"0"	NA
"675"	"43"	"3"	"MeasID_5"	NA	NA	2	"0"	NA
"676"	"43"	"4"	"MeasID_6"	NA	NA	2	"0"	NA
"677"	"43"	"5"	"MeasID_7"	NA	NA	2	"0"	NA
"678"	"43"	"6"	"MeasID_8"	NA	NA	2	"0"	NA
"679"	"43"	"7"	"MeasID_9"	NA	NA	2	"0"	NA
"680"	"43"	"8"	"MeasID_10"	NA	NA	2	"0"	NA
"681"	"43"	"9"	"MeasID_11"	1.02258340415	0.8578596395	2	"2"	NA
"682"	"43"	"10"	"MeasID_12"	2.2211830742838	1.91419619998125	2	"2"	NA
"683"	"43"	"11"	"MeasID_13"	NA	NA	2	"0"	NA
"684"	"43"	"12"	"MeasID_14"	1.26462963333333	1.4966866	2	"2"	NA
"685"	"43"	"13"	"MeasID_15"	NA	NA	2	"0"	NA
"686"	"43"	"14"	"MeasID_16"	NA	NA	2	"0"	NA
"687"	"43"	"15"	"MeasID_17"	29.55792452825	20.1158490565	2	"2"	NA
"688"	"43"	"16"	"MeasID_18"	NA	NA	2	"0"	NA
"689"	"44"	"1"	"MeasID_3"	28.215134	40.030268	2	"2"	NA
"690"	"44"	"2"	"MeasID_4"	NA	NA	2	"0"	NA
"691"	"44"	"3"	"MeasID_5"	NA	NA	2	"0"	NA
"692"	"44"	"4"	"MeasID_6"	NA	NA	2	"0"	NA
"693"	"44"	"5"	"MeasID_7"	NA	NA	2	"0"	NA
"694"	"44"	"6"	"MeasID_8"	NA	NA	2	"0"	NA
"695"	"44"	"7"	"MeasID_9"	NA	NA	2	"0"	NA
"696"	"44"	"8"	"MeasID_10"	NA	NA	2	"0"	NA
"697"	"44"	"9"	"MeasID_11"	1.08044869475	0.8578596395	2	"2"	NA
"698"	"44"	"10"	"MeasID_12"	2.45293696944517	1.91419619998125	2	"2"	NA
"699"	"44"	"11"	"MeasID_13"	NA	NA	2	"0"	NA
