"obsID"	"articleID"	"author"	"year"	"location"	"ecosystemName"	"studyType"	"ecosystemID"	"multimeas"	"measurement"	"meanC"	"meanT"	"unit"
58	28	"Mack and DAntonio	2003	HI USA	submontane woodland	fs	f	wet	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.8600	0.9100	10.5900	1.3100	g/m2*season	0.64	0.69	%	NA	NA	NA	13.92	13.25	? Table 3	NA	NA	0.47	0.42	gH2O/gdrysoil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59	28	Mack and DAntonio"	2003	"HI USA"	"submontane woodland"	"fs"	"f"	"dry"	"soilcn"	14.29	17.36	"? Table 3"
58	28	"Mack and DAntonio	2003	HI USA	submontane woodland	fs	f	wet	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.8600	0.9100	10.5900	1.3100	g/m2*season	0.64	0.69	%	NA	NA	NA	13.92	13.25	? Table 3	NA	NA	0.47	0.42	gH2O/gdrysoil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59	28	Mack and DAntonio"	2003	"HI USA"	"submontane woodland"	"fs"	"f"	"dry"	"microbialcn"	NA	NA	NA
58	28	"Mack and DAntonio	2003	HI USA	submontane woodland	fs	f	wet	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.8600	0.9100	10.5900	1.3100	g/m2*season	0.64	0.69	%	NA	NA	NA	13.92	13.25	? Table 3	NA	NA	0.47	0.42	gH2O/gdrysoil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59	28	Mack and DAntonio"	2003	"HI USA"	"submontane woodland"	"fs"	"f"	"dry"	"soilmoi"	0.11	0.19	"gH2O/gdrysoil"
58	28	"Mack and DAntonio	2003	HI USA	submontane woodland	fs	f	wet	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.8600	0.9100	10.5900	1.3100	g/m2*season	0.64	0.69	%	NA	NA	NA	13.92	13.25	? Table 3	NA	NA	0.47	0.42	gH2O/gdrysoil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59	28	Mack and DAntonio"	2003	"HI USA"	"submontane woodland"	"fs"	"f"	"dry"	"pH"	NA	NA	NA
58	28	"Mack and DAntonio	2003	HI USA	submontane woodland	fs	f	wet	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.8600	0.9100	10.5900	1.3100	g/m2*season	0.64	0.69	%	NA	NA	NA	13.92	13.25	? Table 3	NA	NA	0.47	0.42	gH2O/gdrysoil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59	28	Mack and DAntonio"	2003	"HI USA"	"submontane woodland"	"fs"	"f"	"dry"	"plantcov"	NA	NA	NA
58	28	"Mack and DAntonio	2003	HI USA	submontane woodland	fs	f	wet	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.8600	0.9100	10.5900	1.3100	g/m2*season	0.64	0.69	%	NA	NA	NA	13.92	13.25	? Table 3	NA	NA	0.47	0.42	gH2O/gdrysoil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59	28	Mack and DAntonio"	2003	"HI USA"	"submontane woodland"	"fs"	"f"	"dry"	"biom"	NA	NA	NA
58	28	"Mack and DAntonio	2003	HI USA	submontane woodland	fs	f	wet	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.8600	0.9100	10.5900	1.3100	g/m2*season	0.64	0.69	%	NA	NA	NA	13.92	13.25	? Table 3	NA	NA	0.47	0.42	gH2O/gdrysoil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59	28	Mack and DAntonio"	2003	"HI USA"	"submontane woodland"	"fs"	"f"	"dry"	"litterbiom"	NA	NA	NA
58	28	"Mack and DAntonio	2003	HI USA	submontane woodland	fs	f	wet	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.8600	0.9100	10.5900	1.3100	g/m2*season	0.64	0.69	%	NA	NA	NA	13.92	13.25	? Table 3	NA	NA	0.47	0.42	gH2O/gdrysoil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59	28	Mack and DAntonio"	2003	"HI USA"	"submontane woodland"	"fs"	"f"	"dry"	"percN"	NA	NA	NA
58	28	"Mack and DAntonio	2003	HI USA	submontane woodland	fs	f	wet	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.8600	0.9100	10.5900	1.3100	g/m2*season	0.64	0.69	%	NA	NA	NA	13.92	13.25	? Table 3	NA	NA	0.47	0.42	gH2O/gdrysoil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59	28	Mack and DAntonio"	2003	"HI USA"	"submontane woodland"	"fs"	"f"	"dry"	"cn"	NA	NA	NA
58	28	"Mack and DAntonio	2003	HI USA	submontane woodland	fs	f	wet	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.8600	0.9100	10.5900	1.3100	g/m2*season	0.64	0.69	%	NA	NA	NA	13.92	13.25	? Table 3	NA	NA	0.47	0.42	gH2O/gdrysoil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59	28	Mack and DAntonio"	2003	"HI USA"	"submontane woodland"	"fs"	"f"	"dry"	"litterpercN"	NA	NA	NA
58	28	"Mack and DAntonio	2003	HI USA	submontane woodland	fs	f	wet	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.8600	0.9100	10.5900	1.3100	g/m2*season	0.64	0.69	%	NA	NA	NA	13.92	13.25	? Table 3	NA	NA	0.47	0.42	gH2O/gdrysoil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59	28	Mack and DAntonio"	2003	"HI USA"	"submontane woodland"	"fs"	"f"	"dry"	"littercn"	NA	NA	NA
60	29	"Marchante et al."	2008	"Portugal"	"coastal dune"	"fs"	"g"	NA	"nh"	1.6	2.46	"ug/g"
60	29	"Marchante et al."	2008	"Portugal"	"coastal dune"	"fs"	"g"	NA	"no"	1.8	1.45	"ug/g"
60	29	"Marchante et al."	2008	"Portugal"	"coastal dune"	"fs"	"g"	NA	"toti"	3.4	3.91	"ug/g"
60	29	"Marchante et al."	2008	"Portugal"	"coastal dune"	"fs"	"g"	NA	"ammonif"	NA	NA	"ug/g*day"
60	29	"Marchante et al."	2008	"Portugal"	"coastal dune"	"fs"	"g"	NA	"nitrif"	0.155	11.83	"ug/g*day"
60	29	"Marchante et al."	2008	"Portugal"	"coastal dune"	"fs"	"g"	NA	"nminz"	NA	NA	"ug/g*day"
60	29	"Marchante et al."	2008	"Portugal"	"coastal dune"	"fs"	"g"	NA	"soilN"	0.06	0.12	"%"
60	29	"Marchante et al."	2008	"Portugal"	"coastal dune"	"fs"	"g"	NA	"SOM"	NA	NA	NA
60	29	"Marchante et al."	2008	"Portugal"	"coastal dune"	"fs"	"g"	NA	"soilcn"	22	17	"? Table 2"
60	29	"Marchante et al."	2008	"Portugal"	"coastal dune"	"fs"	"g"	NA	"microbialcn"	NA	NA	NA
60	29	"Marchante et al."	2008	"Portugal"	"coastal dune"	"fs"	"g"	NA	"soilmoi"	4.32	9.16	"%"
60	29	"Marchante et al."	2008	"Portugal"	"coastal dune"	"fs"	"g"	NA	"pH"	4.56	4.26	NA
60	29	"Marchante et al."	2008	"Portugal"	"coastal dune"	"fs"	"g"	NA	"plantcov"	NA	NA	NA
60	29	"Marchante et al."	2008	"Portugal"	"coastal dune"	"fs"	"g"	NA	"biom"	NA	NA	NA
60	29	"Marchante et al."	2008	"Portugal"	"coastal dune"	"fs"	"g"	NA	"litterbiom"	0.6	2.05	"kg/m2"
60	29	"Marchante et al."	2008	"Portugal"	"coastal dune"	"fs"	"g"	NA	"percN"	NA	NA	NA
60	29	"Marchante et al."	2008	"Portugal"	"coastal dune"	"fs"	"g"	NA	"cn"	NA	NA	NA
60	29	"Marchante et al."	2008	"Portugal"	"coastal dune"	"fs"	"g"	NA	"litterpercN"	1.13	1.71	"%"
60	29	"Marchante et al."	2008	"Portugal"	"coastal dune"	"fs"	"g"	NA	"littercn"	50	31	"? Table 1"
61	30	"Martin et al."	2009	"FL USA"	"Pinus-Taxodium canopy and hardwood understory forest"	"fs"	"f"	NA	"nh"	NA	NA	NA
61	30	"Martin et al."	2009	"FL USA"	"Pinus-Taxodium canopy and hardwood understory forest"	"fs"	"f"	NA	"no"	NA	NA	NA
61	30	"Martin et al."	2009	"FL USA"	"Pinus-Taxodium canopy and hardwood understory forest"	"fs"	"f"	NA	"toti"	NA	NA	NA
61	30	"Martin et al."	2009	"FL USA"	"Pinus-Taxodium canopy and hardwood understory forest"	"fs"	"f"	NA	"ammonif"	0.67	0.9	"ug/g*day"
61	30	"Martin et al."	2009	"FL USA"	"Pinus-Taxodium canopy and hardwood understory forest"	"fs"	"f"	NA	"nitrif"	NA	NA	"ug/g*day"
61	30	"Martin et al."	2009	"FL USA"	"Pinus-Taxodium canopy and hardwood understory forest"	"fs"	"f"	NA	"nminz"	NA	NA	"ug/g*day"
61	30	"Martin et al."	2009	"FL USA"	"Pinus-Taxodium canopy and hardwood understory forest"	"fs"	"f"	NA	"soilN"	0.78	0.64	"mg/g"
61	30	"Martin et al."	2009	"FL USA"	"Pinus-Taxodium canopy and hardwood understory forest"	"fs"	"f"	NA	"SOM"	2.9	2.6	"%"
61	30	"Martin et al."	2009	"FL USA"	"Pinus-Taxodium canopy and hardwood understory forest"	"fs"	"f"	NA	"soilcn"	13.61	17.95	"g/g"
61	30	"Martin et al."	2009	"FL USA"	"Pinus-Taxodium canopy and hardwood understory forest"	"fs"	"f"	NA	"microbialcn"	6.94	8.55	NA
61	30	"Martin et al."	2009	"FL USA"	"Pinus-Taxodium canopy and hardwood understory forest"	"fs"	"f"	NA	"soilmoi"	7.25	4.45	"%"
61	30	"Martin et al."	2009	"FL USA"	"Pinus-Taxodium canopy and hardwood understory forest"	"fs"	"f"	NA	"pH"	5.35	5.15	NA
61	30	"Martin et al."	2009	"FL USA"	"Pinus-Taxodium canopy and hardwood understory forest"	"fs"	"f"	NA	"plantcov"	NA	NA	NA
61	30	"Martin et al."	2009	"FL USA"	"Pinus-Taxodium canopy and hardwood understory forest"	"fs"	"f"	NA	"biom"	3.46	4.98	"kg/m2"
61	30	"Martin et al."	2009	"FL USA"	"Pinus-Taxodium canopy and hardwood understory forest"	"fs"	"f"	NA	"litterbiom"	10.59	1.8	"kg/m2"
61	30	"Martin et al."	2009	"FL USA"	"Pinus-Taxodium canopy and hardwood understory forest"	"fs"	"f"	NA	"percN"	NA	NA	NA
61	30	"Martin et al."	2009	"FL USA"	"Pinus-Taxodium canopy and hardwood understory forest"	"fs"	"f"	NA	"cn"	NA	NA	NA
61	30	"Martin et al."	2009	"FL USA"	"Pinus-Taxodium canopy and hardwood understory forest"	"fs"	"f"	NA	"litterpercN"	19.15	13.55	"mg/g"
61	30	"Martin et al."	2009	"FL USA"	"Pinus-Taxodium canopy and hardwood understory forest"	"fs"	"f"	NA	"littercn"	20.89	33.21	"g/g"
62	31	"McCarron et al."	2003	"KS USA"	"tallgrass prairie"	"fs"	"g"	NA	"nh"	0.33	0.33	"g/m2"
62	31	"McCarron et al."	2003	"KS USA"	"tallgrass prairie"	"fs"	"g"	NA	"no"	0.19	0.18	"g/m2"
62	31	"McCarron et al."	2003	"KS USA"	"tallgrass prairie"	"fs"	"g"	NA	"toti"	0.52	0.51	"g/m2"
62	31	"McCarron et al."	2003	"KS USA"	"tallgrass prairie"	"fs"	"g"	NA	"ammonif"	NA	NA	"mg/m2*day"
62	31	"McCarron et al."	2003	"KS USA"	"tallgrass prairie"	"fs"	"g"	NA	"nitrif"	NA	NA	"mg/m2*day"
62	31	"McCarron et al."	2003	"KS USA"	"tallgrass prairie"	"fs"	"g"	NA	"nminz"	14.774	10.708	"mg/m2*day"
62	31	"McCarron et al."	2003	"KS USA"	"tallgrass prairie"	"fs"	"g"	NA	"soilN"	NA	NA	NA
62	31	"McCarron et al."	2003	"KS USA"	"tallgrass prairie"	"fs"	"g"	NA	"SOM"	NA	NA	NA
62	31	"McCarron et al."	2003	"KS USA"	"tallgrass prairie"	"fs"	"g"	NA	"soilcn"	NA	NA	NA
62	31	"McCarron et al."	2003	"KS USA"	"tallgrass prairie"	"fs"	"g"	NA	"microbialcn"	NA	NA	NA
62	31	"McCarron et al."	2003	"KS USA"	"tallgrass prairie"	"fs"	"g"	NA	"soilmoi"	NA	NA	NA
62	31	"McCarron et al."	2003	"KS USA"	"tallgrass prairie"	"fs"	"g"	NA	"pH"	NA	NA	NA
62	31	"McCarron et al."	2003	"KS USA"	"tallgrass prairie"	"fs"	"g"	NA	"plantcov"	100	NA	"%"
62	31	"McCarron et al."	2003	"KS USA"	"tallgrass prairie"	"fs"	"g"	NA	"biom"	NA	NA	NA
62	31	"McCarron et al."	2003	"KS USA"	"tallgrass prairie"	"fs"	"g"	NA	"litterbiom"	NA	NA	NA
62	31	"McCarron et al."	2003	"KS USA"	"tallgrass prairie"	"fs"	"g"	NA	"percN"	NA	NA	NA
62	31	"McCarron et al."	2003	"KS USA"	"tallgrass prairie"	"fs"	"g"	NA	"cn"	NA	NA	NA
62	31	"McCarron et al."	2003	"KS USA"	"tallgrass prairie"	"fs"	"g"	NA	"litterpercN"	NA	NA	NA
62	31	"McCarron et al."	2003	"KS USA"	"tallgrass prairie"	"fs"	"g"	NA	"littercn"	NA	NA	NA
63	32	"McCulley et al."	2004	"TX USA"	"subtropical thorn woodland"	"fs"	"f"	NA	"nh"	4.1	7.13	"mg/kg"
63	32	"McCulley et al."	2004	"TX USA"	"subtropical thorn woodland"	"fs"	"f"	NA	"no"	6.3	16.9	"mg/kg"
63	32	"McCulley et al."	2004	"TX USA"	"subtropical thorn woodland"	"fs"	"f"	NA	"toti"	10.4	24.03	"mg/kg"
63	32	"McCulley et al."	2004	"TX USA"	"subtropical thorn woodland"	"fs"	"f"	NA	"ammonif"	NA	NA	"mg/kg*day"
63	32	"McCulley et al."	2004	"TX USA"	"subtropical thorn woodland"	"fs"	"f"	NA	"nitrif"	0.4	0.93	"mg/kg*day"
63	32	"McCulley et al."	2004	"TX USA"	"subtropical thorn woodland"	"fs"	"f"	NA	"nminz"	0.5	1	"mg/kg*day"
63	32	"McCulley et al."	2004	"TX USA"	"subtropical thorn woodland"	"fs"	"f"	NA	"soilN"	150	307	"g/m2"
63	32	"McCulley et al."	2004	"TX USA"	"subtropical thorn woodland"	"fs"	"f"	NA	"SOM"	NA	NA	NA
63	32	"McCulley et al."	2004	"TX USA"	"subtropical thorn woodland"	"fs"	"f"	NA	"soilcn"	11.58	13.66	"g/g"
63	32	"McCulley et al."	2004	"TX USA"	"subtropical thorn woodland"	"fs"	"f"	NA	"microbialcn"	8.41	6.58	NA
63	32	"McCulley et al."	2004	"TX USA"	"subtropical thorn woodland"	"fs"	"f"	NA	"soilmoi"	0.06	0.1	"cm3/cm3"
63	32	"McCulley et al."	2004	"TX USA"	"subtropical thorn woodland"	"fs"	"f"	NA	"pH"	7.4	7.2	NA
63	32	"McCulley et al."	2004	"TX USA"	"subtropical thorn woodland"	"fs"	"f"	NA	"plantcov"	NA	NA	NA
63	32	"McCulley et al."	2004	"TX USA"	"subtropical thorn woodland"	"fs"	"f"	NA	"biom"	NA	NA	NA
63	32	"McCulley et al."	2004	"TX USA"	"subtropical thorn woodland"	"fs"	"f"	NA	"litterbiom"	NA	232	"g/m2*y"
63	32	"McCulley et al."	2004	"TX USA"	"subtropical thorn woodland"	"fs"	"f"	NA	"percN"	NA	NA	NA
63	32	"McCulley et al."	2004	"TX USA"	"subtropical thorn woodland"	"fs"	"f"	NA	"cn"	NA	NA	NA
63	32	"McCulley et al."	2004	"TX USA"	"subtropical thorn woodland"	"fs"	"f"	NA	"litterpercN"	NA	2.35	"%"
63	32	"McCulley et al."	2004	"TX USA"	"subtropical thorn woodland"	"fs"	"f"	NA	"littercn"	NA	19	"? Table2"
64	33	"McGrath and Binkley"	2009	"TN USA"	"early successional oak-hickory forest"	"fs"	"f"	"site=KF"	"nh"	NA	NA	"ppm"
64	33	"McGrath and Binkley"	2009	"TN USA"	"early successional oak-hickory forest"	"fs"	"f"	"site=KF"	"no"	7.2	7.4	"ppm"
64	33	"McGrath and Binkley"	2009	"TN USA"	"early successional oak-hickory forest"	"fs"	"f"	"site=KF"	"toti"	NA	NA	"ppm"
64	33	"McGrath and Binkley"	2009	"TN USA"	"early successional oak-hickory forest"	"fs"	"f"	"site=KF"	"ammonif"	NA	NA	NA
64	33	"McGrath and Binkley"	2009	"TN USA"	"early successional oak-hickory forest"	"fs"	"f"	"site=KF"	"nitrif"	NA	NA	NA
64	33	"McGrath and Binkley"	2009	"TN USA"	"early successional oak-hickory forest"	"fs"	"f"	"site=KF"	"nminz"	NA	NA	NA
64	33	"McGrath and Binkley"	2009	"TN USA"	"early successional oak-hickory forest"	"fs"	"f"	"site=KF"	"soilN"	NA	NA	NA
64	33	"McGrath and Binkley"	2009	"TN USA"	"early successional oak-hickory forest"	"fs"	"f"	"site=KF"	"SOM"	3.4	3.6	"%"
64	33	"McGrath and Binkley"	2009	"TN USA"	"early successional oak-hickory forest"	"fs"	"f"	"site=KF"	"soilcn"	NA	NA	NA
64	33	"McGrath and Binkley"	2009	"TN USA"	"early successional oak-hickory forest"	"fs"	"f"	"site=KF"	"microbialcn"	NA	NA	NA
64	33	"McGrath and Binkley"	2009	"TN USA"	"early successional oak-hickory forest"	"fs"	"f"	"site=KF"	"soilmoi"	NA	NA	NA
64	33	"McGrath and Binkley"	2009	"TN USA"	"early successional oak-hickory forest"	"fs"	"f"	"site=KF"	"pH"	5.3	6	NA
64	33	"McGrath and Binkley"	2009	"TN USA"	"early successional oak-hickory forest"	"fs"	"f"	"site=KF"	"plantcov"	NA	NA	NA
64	33	"McGrath and Binkley"	2009	"TN USA"	"early successional oak-hickory forest"	"fs"	"f"	"site=KF"	"biom"	NA	NA	NA
64	33	"McGrath and Binkley"	2009	"TN USA"	"early successional oak-hickory forest"	"fs"	"f"	"site=KF"	"litterbiom"	NA	NA	NA
64	33	"McGrath and Binkley"	2009	"TN USA"	"early successional oak-hickory forest"	"fs"	"f"	"site=KF"	"percN"	NA	NA	NA
64	33	"McGrath and Binkley"	2009	"TN USA"	"early successional oak-hickory forest"	"fs"	"f"	"site=KF"	"cn"	NA	NA	NA
64	33	"McGrath and Binkley"	2009	"TN USA"	"early successional oak-hickory forest"	"fs"	"f"	"site=KF"	"litterpercN"	NA	NA	NA
64	33	"McGrath and Binkley"	2009	"TN USA"	"early successional oak-hickory forest"	"fs"	"f"	"site=KF"	"littercn"	NA	NA	NA
65	33	"McGrath and Binkley"	2009	"TN USA"	"mature oak-hickory forest"	"fs"	"f"	"site=HW"	"nh"	NA	NA	"ppm"
65	33	"McGrath and Binkley"	2009	"TN USA"	"mature oak-hickory forest"	"fs"	"f"	"site=HW"	"no"	3	4	"ppm"
65	33	"McGrath and Binkley"	2009	"TN USA"	"mature oak-hickory forest"	"fs"	"f"	"site=HW"	"toti"	NA	NA	"ppm"
65	33	"McGrath and Binkley"	2009	"TN USA"	"mature oak-hickory forest"	"fs"	"f"	"site=HW"	"ammonif"	NA	NA	NA
65	33	"McGrath and Binkley"	2009	"TN USA"	"mature oak-hickory forest"	"fs"	"f"	"site=HW"	"nitrif"	NA	NA	NA
65	33	"McGrath and Binkley"	2009	"TN USA"	"mature oak-hickory forest"	"fs"	"f"	"site=HW"	"nminz"	NA	NA	NA
65	33	"McGrath and Binkley"	2009	"TN USA"	"mature oak-hickory forest"	"fs"	"f"	"site=HW"	"soilN"	NA	NA	NA
65	33	"McGrath and Binkley"	2009	"TN USA"	"mature oak-hickory forest"	"fs"	"f"	"site=HW"	"SOM"	5	5	"%"
65	33	"McGrath and Binkley"	2009	"TN USA"	"mature oak-hickory forest"	"fs"	"f"	"site=HW"	"soilcn"	NA	NA	NA
65	33	"McGrath and Binkley"	2009	"TN USA"	"mature oak-hickory forest"	"fs"	"f"	"site=HW"	"microbialcn"	NA	NA	NA
65	33	"McGrath and Binkley"	2009	"TN USA"	"mature oak-hickory forest"	"fs"	"f"	"site=HW"	"soilmoi"	NA	NA	NA
65	33	"McGrath and Binkley"	2009	"TN USA"	"mature oak-hickory forest"	"fs"	"f"	"site=HW"	"pH"	4.5	5.3	NA
65	33	"McGrath and Binkley"	2009	"TN USA"	"mature oak-hickory forest"	"fs"	"f"	"site=HW"	"plantcov"	NA	NA	NA
65	33	"McGrath and Binkley"	2009	"TN USA"	"mature oak-hickory forest"	"fs"	"f"	"site=HW"	"biom"	NA	NA	NA
65	33	"McGrath and Binkley"	2009	"TN USA"	"mature oak-hickory forest"	"fs"	"f"	"site=HW"	"litterbiom"	NA	NA	NA
65	33	"McGrath and Binkley"	2009	"TN USA"	"mature oak-hickory forest"	"fs"	"f"	"site=HW"	"percN"	NA	NA	NA
65	33	"McGrath and Binkley"	2009	"TN USA"	"mature oak-hickory forest"	"fs"	"f"	"site=HW"	"cn"	NA	NA	NA
65	33	"McGrath and Binkley"	2009	"TN USA"	"mature oak-hickory forest"	"fs"	"f"	"site=HW"	"litterpercN"	NA	NA	NA
65	33	"McGrath and Binkley"	2009	"TN USA"	"mature oak-hickory forest"	"fs"	"f"	"site=HW"	"littercn"	NA	NA	NA
66	33	"McGrath and Binkley"	2009	"TN USA"	"pine plantation"	"fs"	"f"	"site=PP"	"nh"	NA	NA	"ppm"
66	33	"McGrath and Binkley"	2009	"TN USA"	"pine plantation"	"fs"	"f"	"site=PP"	"no"	4	3.6	"ppm"
66	33	"McGrath and Binkley"	2009	"TN USA"	"pine plantation"	"fs"	"f"	"site=PP"	"toti"	NA	NA	"ppm"
66	33	"McGrath and Binkley"	2009	"TN USA"	"pine plantation"	"fs"	"f"	"site=PP"	"ammonif"	NA	NA	NA
66	33	"McGrath and Binkley"	2009	"TN USA"	"pine plantation"	"fs"	"f"	"site=PP"	"nitrif"	NA	NA	NA
66	33	"McGrath and Binkley"	2009	"TN USA"	"pine plantation"	"fs"	"f"	"site=PP"	"nminz"	NA	NA	NA
66	33	"McGrath and Binkley"	2009	"TN USA"	"pine plantation"	"fs"	"f"	"site=PP"	"soilN"	NA	NA	NA
66	33	"McGrath and Binkley"	2009	"TN USA"	"pine plantation"	"fs"	"f"	"site=PP"	"SOM"	4.3	4.4	"%"
66	33	"McGrath and Binkley"	2009	"TN USA"	"pine plantation"	"fs"	"f"	"site=PP"	"soilcn"	NA	NA	NA
66	33	"McGrath and Binkley"	2009	"TN USA"	"pine plantation"	"fs"	"f"	"site=PP"	"microbialcn"	NA	NA	NA
66	33	"McGrath and Binkley"	2009	"TN USA"	"pine plantation"	"fs"	"f"	"site=PP"	"soilmoi"	NA	NA	NA
66	33	"McGrath and Binkley"	2009	"TN USA"	"pine plantation"	"fs"	"f"	"site=PP"	"pH"	4.9	5.5	NA
66	33	"McGrath and Binkley"	2009	"TN USA"	"pine plantation"	"fs"	"f"	"site=PP"	"plantcov"	NA	NA	NA
66	33	"McGrath and Binkley"	2009	"TN USA"	"pine plantation"	"fs"	"f"	"site=PP"	"biom"	NA	NA	NA
66	33	"McGrath and Binkley"	2009	"TN USA"	"pine plantation"	"fs"	"f"	"site=PP"	"litterbiom"	NA	NA	NA
66	33	"McGrath and Binkley"	2009	"TN USA"	"pine plantation"	"fs"	"f"	"site=PP"	"percN"	NA	NA	NA
66	33	"McGrath and Binkley"	2009	"TN USA"	"pine plantation"	"fs"	"f"	"site=PP"	"cn"	NA	NA	NA
66	33	"McGrath and Binkley"	2009	"TN USA"	"pine plantation"	"fs"	"f"	"site=PP"	"litterpercN"	NA	NA	NA
66	33	"McGrath and Binkley"	2009	"TN USA"	"pine plantation"	"fs"	"f"	"site=PP"	"littercn"	NA	NA	NA
67	33	"McGrath and Binkley"	2009	"TN USA"	"pine plantation"	"ge"	"f"	"greenhouse"	"nh"	NA	NA	"ppm"
67	33	"McGrath and Binkley"	2009	"TN USA"	"pine plantation"	"ge"	"f"	"greenhouse"	"no"	8.2	3.4	"ppm"
67	33	"McGrath and Binkley"	2009	"TN USA"	"pine plantation"	"ge"	"f"	"greenhouse"	"toti"	NA	NA	"ppm"
67	33	"McGrath and Binkley"	2009	"TN USA"	"pine plantation"	"ge"	"f"	"greenhouse"	"ammonif"	NA	NA	NA
67	33	"McGrath and Binkley"	2009	"TN USA"	"pine plantation"	"ge"	"f"	"greenhouse"	"nitrif"	NA	NA	NA
67	33	"McGrath and Binkley"	2009	"TN USA"	"pine plantation"	"ge"	"f"	"greenhouse"	"nminz"	NA	NA	NA
67	33	"McGrath and Binkley"	2009	"TN USA"	"pine plantation"	"ge"	"f"	"greenhouse"	"soilN"	NA	NA	NA
67	33	"McGrath and Binkley"	2009	"TN USA"	"pine plantation"	"ge"	"f"	"greenhouse"	"SOM"	5.2	4.4	"%"
67	33	"McGrath and Binkley"	2009	"TN USA"	"pine plantation"	"ge"	"f"	"greenhouse"	"soilcn"	NA	NA	NA
67	33	"McGrath and Binkley"	2009	"TN USA"	"pine plantation"	"ge"	"f"	"greenhouse"	"microbialcn"	NA	NA	NA
67	33	"McGrath and Binkley"	2009	"TN USA"	"pine plantation"	"ge"	"f"	"greenhouse"	"soilmoi"	NA	NA	NA
67	33	"McGrath and Binkley"	2009	"TN USA"	"pine plantation"	"ge"	"f"	"greenhouse"	"pH"	4.5	4.9	NA
67	33	"McGrath and Binkley"	2009	"TN USA"	"pine plantation"	"ge"	"f"	"greenhouse"	"plantcov"	NA	NA	NA
67	33	"McGrath and Binkley"	2009	"TN USA"	"pine plantation"	"ge"	"f"	"greenhouse"	"biom"	NA	NA	NA
67	33	"McGrath and Binkley"	2009	"TN USA"	"pine plantation"	"ge"	"f"	"greenhouse"	"litterbiom"	NA	NA	NA
67	33	"McGrath and Binkley"	2009	"TN USA"	"pine plantation"	"ge"	"f"	"greenhouse"	"percN"	NA	NA	NA
67	33	"McGrath and Binkley"	2009	"TN USA"	"pine plantation"	"ge"	"f"	"greenhouse"	"cn"	NA	NA	NA
67	33	"McGrath and Binkley"	2009	"TN USA"	"pine plantation"	"ge"	"f"	"greenhouse"	"litterpercN"	NA	NA	NA
67	33	"McGrath and Binkley"	2009	"TN USA"	"pine plantation"	"ge"	"f"	"greenhouse"	"littercn"	NA	NA	NA
68	34	"Mitchell et al."	1997	"Dorset England"	"lowland heaths"	"fs"	"g"	"Invader=Betula spp"	"nh"	2.19	8.63	"ug/g"
68	34	"Mitchell et al."	1997	"Dorset England"	"lowland heaths"	"fs"	"g"	"Invader=Betula spp"	"no"	0.56	0.68	"ug/g"
68	34	"Mitchell et al."	1997	"Dorset England"	"lowland heaths"	"fs"	"g"	"Invader=Betula spp"	"toti"	2.75	9.31	"ug/g"
68	34	"Mitchell et al."	1997	"Dorset England"	"lowland heaths"	"fs"	"g"	"Invader=Betula spp"	"ammonif"	NA	NA	NA
