obsID	measAggNum	identifier1	identifier1unit	identifier2	identifier2unit	identifier3	identifier3unit	ma_InvMean	ma_InvVar	ma_InvN	ma_NatMean	ma_NatVar	ma_NatN	operation1	operation1order	operation2	operation2order	operation3	operation3order	notes
77.01	3	Jan 98		0-5cm				1.794	0.496	3	2.176	0.496	3	average		average				
77.01	3	Jan 98		5-10cm				1.832	0.42	3	2.137	0.573	3	average		average				
77.01	3	Jul 99		0-5cm				4.746	1.751	3	2.175	0.509	3	average		average				
77.01	3	Jul 99		5-10cm				NA	NA	NA	NA	NA	NA	average		average				Cannot read figure
77.01	3	Jun 98		0-5cm				1.215	0.367	3	2.655	0.368	3	average		average				
77.01	3	Jun 98		5-10cm				1.61	0.367	3	1.695	0.593	3	average		average				
77.01	3	Mar 98		0-5cm				5.289	0.622	3	4.044	0.8	3	average		average				
77.01	3	Mar 98		5-10cm				0.667	1.022	3	0.578	1.066	3	average		average				
77.01	3	May 98		0-5cm				1.949	0.382	3	1.292	0.339	3	average		average				
77.01	3	May 98		5-10cm				NA	NA	NA	NA	NA	NA	average		average				Cannot read figure
77.01	3	May 99		0-5cm				1.751	0.707	3	0.876	0.367	3	average		average				
77.01	3	May 99		5-10cm				0.367	0.226	3	0.904	0.424	3	average		average				
77.01	3	Nov 98		0-5cm				1.377	0.424	3	0.593	0.276	3	average		average				
77.01	3	Nov 98		5-10cm				NA	NA	NA	NA	NA	NA	average		average				Cannot read figure
77.01	3	Sep 99		0-5cm				2.733	1.229	3	1.992	0.593	3	average		average				
77.01	3	Sep 99		5-10cm				4.915	1.3	3	2.429	0.452	3	average		average				
77.01	4	0-5cm						1.407	0.17	3	0.915	0.17	3	average						
77.01	4	5-10cm						0.727	0.057	3	0.493	0.07	3	average						
77.01	5	Aug 98		0-5cm		nh		4.52	0.64	3	9.002	0.904	3	average		average		add		
77.01	5	Aug 98		5-10cm		nh		4.407	0.425	3	4.482	0.527	3	average		average		add		
77.01	5	Aug 98		0-5cm		no		0.933	0.578	3	2.089	0.8	3	average		average		add		
77.01	5	Aug 98		5-10cm		no		2.222	0.622	3	2.978	0.755	3	average		average		add		
77.01	5	Jan 98		0-5cm		nh		5.393	0.749	3	4.345	0.486	3	average		average		add		
77.01	5	Jan 98		5-10cm		nh		2.584	0.674	3	4.007	0.637	3	average		average		add		
77.01	5	Jan 98		0-5cm		no		1.794	0.496	3	2.176	0.496	3	average		average		add		
77.01	5	Jan 98		5-10cm		no		1.832	0.42	3	2.137	0.573	3	average		average		add		
77.01	5	Jul 99		0-5cm		nh		3.804	0.603	3	3.202	0.79	3	average		average		add		
77.01	5	Jul 99		5-10cm		nh		3.315	0.414	3	3.729	0.527	3	average		average		add		
77.01	5	Jul 99		0-5cm		no		4.746	1.751	3	2.175	0.509	3	average		average		add		
77.01	5	Jul 99		5-10cm		no		NA	NA	NA	NA	NA	NA	average		average		add		Cannot read figure
77.01	5	Jun 98		0-5cm		nh		5.468	0.824	3	4.981	1.573	3	average		average		add		
77.01	5	Jun 98		5-10cm		nh		3.67	1.499	3	2.584	0.937	3	average		average		add		
77.01	5	Jun 98		0-5cm		no		1.215	0.367	3	2.655	0.368	3	average		average		add		
77.01	5	Jun 98		5-10cm		no		1.61	0.367	3	1.695	0.593	3	average		average		add		
77.01	5	Mar 98		0-5cm		nh		8.776	0.527	3	5.838	0.603	3	average		average		add		
77.01	5	Mar 98		5-10cm		nh		1.695	0.414	3	1.959	0.565	3	average		average		add		
77.01	5	Mar 98		0-5cm		no		5.289	0.622	3	4.044	0.8	3	average		average		add		
77.01	5	Mar 98		5-10cm		no		0.667	1.022	3	0.578	1.066	3	average		average		add		
77.01	5	May 98		0-5cm		nh		3.59	0.384	3	2.308	0.726	3	average		average		add		
77.01	5	May 98		5-10cm		nh		3.248	0.684	3	3.034	0.384	3	average		average		add		
77.01	5	May 98		0-5cm		no		1.949	0.382	3	1.292	0.339	3	average		average		add		
77.01	5	May 98		5-10cm		no		NA	NA	NA	NA	NA	NA	average		average		add		Cannot read figure
77.01	5	May 99		0-5cm		nh		5.094	0.374	3	6.33	0.524	3	average		average		add		
77.01	5	May 99		5-10cm		nh		3.071	0.487	3	4.944	0.524	3	average		average		add		
77.01	5	May 99		0-5cm		no		1.751	0.707	3	0.876	0.367	3	average		average		add		
77.01	5	May 99		5-10cm		no		0.367	0.226	3	0.904	0.424	3	average		average		add		
77.01	5	Nov 98		0-5cm		nh		17.735	1.539	3	17.863	1.453	3	average		average		add		
77.01	5	Nov 98		5-10cm		nh		12.906	0.983	3	12.735	0.684	3	average		average		add		
77.01	5	Nov 98		0-5cm		no		1.377	0.424	3	0.593	0.276	3	average		average		add		
77.01	5	Nov 98		5-10cm		no		NA	NA	NA	NA	NA	NA	average		average		add		Cannot read figure
77.01	5	Sep 99		0-5cm		nh		15.128	1.368	3	20.641	0.812	3	average		average		add		
77.01	5	Sep 99		5-10cm		nh		10.769	1.282	3	8.462	0.683	3	average		average		add		
77.01	5	Sep 99		0-5cm		no		2.733	1.229	3	1.992	0.593	3	average		average		add		
77.01	5	Sep 99		5-10cm		no		4.915	1.3	3	2.429	0.452	3	average		average		add		
77.02	1	Aug 98		0-5cm				0.768	0.586	3	0.768	0.586	3	average		average				
77.02	1	Aug 98		5-10cm				0.988	0.475	3	0.988	0.512	3	average		average				
77.02	1	Jan 98		0-5cm				10.822	0.405	3	6.883	0.295	3	average		average				
77.02	1	Jan 98		5-10cm				9.129	0.626	3	9.129	0.626	3	average		average				
77.02	1	Jul 99		0-5cm				0.366	0.732	3	0.402	0.696	3	average		average				
77.02	1	Jul 99		5-10cm				2.122	0.768	3	2.085	0.586	3	average		average				
77.02	1	Jun 98		0-5cm				0.847	0.478	3	0.847	0.478	3	average		average				
77.02	1	Jun 98		5-10cm				1.067	0.626	3	1.031	0.699	3	average		average				
77.02	1	Mar 98		0-5cm				6.951	1.061	3	3.659	0.768	3	average		average				
77.02	1	Mar 98		5-10cm				9.805	1.793	3	10.134	1.171	3	average		average				
77.02	1	May 98		0-5cm				10.098	1.561	3	6.463	0.927	3	average		average				
77.02	1	May 98		5-10cm				8.22	0.341	3	6.61	0.268	3	average		average				
77.02	1	May 99		0-5cm				1.73	0.442	3	1.693	0.479	3	average		average				
77.02	1	May 99		5-10cm				2.172	0.552	3	2.172	0.515	3	average		average				
77.02	1	Nov 98		0-5cm				10.878	1.171	3	7.854	0.39	3	average		average				
77.02	1	Nov 98		5-10cm				7.829	0.781	3	6.683	0.366	3	average		average				
77.02	1	Sep 99		0-5cm				0.659	0.219	3	0.683	0.195	3	average		average				
77.02	1	Sep 99		5-10cm				1.024	0.293	3	1.049	0.244	3	average		average				
77.02	2	Aug 98		0-5cm				11.073	1.243	3	6.893	0.828	3	average		average				
77.02	2	Aug 98		5-10cm				4.52	0.565	3	4.52	0.527	3	average		average				
77.02	2	Jan 98		0-5cm				5.543	2.172	3	4.157	0.525	3	average		average				
77.02	2	Jan 98		5-10cm				2.172	0.637	3	3.97	0.562	3	average		average				
77.02	2	Jul 99		0-5cm				7.232	1.13	3	4.557	0.49	3	average		average				
77.02	2	Jul 99		5-10cm				8.663	0.866	3	3.126	1.092	3	average		average				
77.02	2	Jun 98		0-5cm				6.33	0.599	3	6.517	0.637	3	average		average				
77.02	2	Jun 98		5-10cm				9.925	1.011	3	4.307	1.199	3	average		average				
77.02	2	Mar 98		0-5cm				10.772	1.77	3	5.725	0.527	3	average		average				
77.02	2	Mar 98		5-10cm				4.52	0.527	3	3.766	0.528	3	average		average				
77.02	2	May 98		0-5cm				2.906	1.538	3	3.974	0.812	3	average		average				
77.02	2	May 98		5-10cm				3.974	0.727	3	3.889	0.769	3	average		average				
77.02	2	May 99		0-5cm				9.101	0.45	3	2.36	0.524	3	average		average				
77.02	2	May 99		5-10cm				7.191	0.562	3	2.135	0.637	3	average		average				
77.02	2	Nov 98		0-5cm				16.795	1.795	3	16.752	1.795	3	average		average				
77.02	2	Nov 98		5-10cm				14.402	1.795	3	12.308	1.282	3	average		average				
77.02	2	Sep 99		0-5cm				10.855	0.769	3	5.385	2.051	3	average		average				
77.02	2	Sep 99		5-10cm				7.393	1.838	3	4.573	2.136	3	average		average				
77.02	3	Aug 98		0-5cm				0.444	0.534	3	0.489	0.578	3	average		average				
77.02	3	Aug 98		5-10cm				10.311	0.489	3	2.933	0.623	3	average		average				
77.02	3	Jan 98		0-5cm				2.557	0.535	3	0.878	0.534	3	average		average				
77.02	3	Jan 98		5-10cm				4.656	0.726	3	1.221	0.458	3	average		average				
77.02	3	Jul 99		0-5cm				3.079	0.367	3	0.763	0.395	3	average		average				
77.02	3	Jul 99		5-10cm				NA	NA	NA	NA	NA	NA	average		average				Cannot read figure
77.02	3	Jun 98		0-5cm				1.723	0.311	3	0.876	0.367	3	average		average				
77.02	3	Jun 98		5-10cm				0.932	0.396	3	0.932	0.396	3	average		average				
77.02	3	Mar 98		0-5cm				6.356	2.622	3	3.644	0.978	3	average		average				
77.02	3	Mar 98		5-10cm				0.622	0.978	3	0.578	1.022	3	average		average				
77.02	3	May 98		0-5cm				0.89	0.402	3	1.25	0.381	3	average		average				
77.02	3	May 98		5-10cm				NA	NA	NA	NA	NA	NA	average		average				Cannot read figure
77.02	3	May 99		0-5cm				1.384	0.367	3	1.695	0.339	3	average		average				
77.02	3	May 99		5-10cm				0.367	0.424	3	1.412	0.424	3	average		average				
77.02	3	Nov 98		0-5cm				0.593	0.403	3	0.657	0.339	3	average		average				
77.02	3	Nov 98		5-10cm				NA	NA	NA	NA	NA	NA	average		average				Cannot read figure
77.02	3	Sep 99		0-5cm				5.572	0.36	3	1.992	1.546	3	average		average				
77.02	3	Sep 99		5-10cm				3.023	0.367	3	2.26	0.424	3	average		average				
77.02	4	0-5cm						1.378	0.196	3	0.676	0.051	3	average						
77.02	4	5-10cm						0.899	0.097	3	0.509	0.06	3	average						
77.02	5	Aug 98		0-5cm		nh		11.073	1.243	3	6.893	0.828	3	average		average		add		
77.02	5	Aug 98		5-10cm		nh		4.52	0.565	3	4.52	0.527	3	average		average		add		
77.02	5	Aug 98		0-5cm		no		0.444	0.534	3	0.489	0.578	3	average		average		add		
77.02	5	Aug 98		5-10cm		no		10.311	0.489	3	2.933	0.623	3	average		average		add		
77.02	5	Jan 98		0-5cm		nh		5.543	2.172	3	4.157	0.525	3	average		average		add		
77.02	5	Jan 98		5-10cm		nh		2.172	0.637	3	3.97	0.562	3	average		average		add		
77.02	5	Jan 98		0-5cm		no		2.557	0.535	3	0.878	0.534	3	average		average		add		
77.02	5	Jan 98		5-10cm		no		4.656	0.726	3	1.221	0.458	3	average		average		add		
77.02	5	Jul 99		0-5cm		nh		7.232	1.13	3	4.557	0.49	3	average		average		add		
77.02	5	Jul 99		5-10cm		nh		8.663	0.866	3	3.126	1.092	3	average		average		add		
77.02	5	Jul 99		0-5cm		no		3.079	0.367	3	0.763	0.395	3	average		average		add		
77.02	5	Jul 99		5-10cm		no		NA	NA	NA	NA	NA	NA	average		average		add		Cannot read figure
77.02	5	Jun 98		0-5cm		nh		6.33	0.599	3	6.517	0.637	3	average		average		add		
77.02	5	Jun 98		5-10cm		nh		9.925	1.011	3	4.307	1.199	3	average		average		add		
77.02	5	Jun 98		0-5cm		no		1.723	0.311	3	0.876	0.367	3	average		average		add		
77.02	5	Jun 98		5-10cm		no		0.932	0.396	3	0.932	0.396	3	average		average		add		
77.02	5	Mar 98		0-5cm		nh		10.772	1.77	3	5.725	0.527	3	average		average		add		
77.02	5	Mar 98		5-10cm		nh		4.52	0.527	3	3.766	0.528	3	average		average		add		
77.02	5	Mar 98		0-5cm		no		6.356	2.622	3	3.644	0.978	3	average		average		add		
77.02	5	Mar 98		5-10cm		no		0.622	0.978	3	0.578	1.022	3	average		average		add		
77.02	5	May 98		0-5cm		nh		2.906	1.538	3	3.974	0.812	3	average		average		add		
77.02	5	May 98		5-10cm		nh		3.974	0.727	3	3.889	0.769	3	average		average		add		
77.02	5	May 98		0-5cm		no		0.89	0.402	3	1.25	0.381	3	average		average		add		
77.02	5	May 98		5-10cm		no		NA	NA	NA	NA	NA	NA	average		average		add		Cannot read figure
77.02	5	May 99		0-5cm		nh		9.101	0.45	3	2.36	0.524	3	average		average		add		
77.02	5	May 99		5-10cm		nh		7.191	0.562	3	2.135	0.637	3	average		average		add		
77.02	5	May 99		0-5cm		no		1.384	0.367	3	1.695	0.339	3	average		average		add		
77.02	5	May 99		5-10cm		no		0.367	0.424	3	1.412	0.424	3	average		average		add		
77.02	5	Nov 98		0-5cm		nh		16.795	1.795	3	16.752	1.795	3	average		average		add		
77.02	5	Nov 98		5-10cm		nh		14.402	1.795	3	12.308	1.282	3	average		average		add		
77.02	5	Nov 98		0-5cm		no		0.593	0.403	3	0.657	0.339	3	average		average		add		
77.02	5	Nov 98		5-10cm		no		NA	NA	NA	NA	NA	NA	average		average		add		Cannot read figure
77.02	5	Sep 99		0-5cm		nh		10.855	0.769	3	5.385	2.051	3	average		average		add		
77.02	5	Sep 99		5-10cm		nh		7.393	1.838	3	4.573	2.136	3	average		average		add		
77.02	5	Sep 99		0-5cm		no		5.572	0.36	3	1.992	1.546	3	average		average		add		
77.02	5	Sep 99		5-10cm		no		3.023	0.367	3	2.26	0.424	3	average		average		add		
77.03	1	Aug 98		0-5cm				2.524	0.293	3	0.768	0.659	3	average		average				
77.03	1	Aug 98		5-10cm				3.256	0.659	3	0.805	0.585	3	average		average				
77.03	1	Jan 98		0-5cm				9.791	1.473	3	7.87	0.405	3	average		average				
77.03	1	Jan 98		5-10cm				8.871	0.92	3	5.632	0.294	3	average		average				
77.03	1	Jul 99		0-5cm				0.073	0.476	3	0.402	0.842	3	average		average				
77.03	1	Jul 99		5-10cm				0.256	0.366	3	0.878	0.549	3	average		average				
77.03	1	Jun 98		0-5cm				0.883	0.479	3	0.847	0.515	3	average		average				
77.03	1	Jun 98		5-10cm				1.288	0.405	3	0.736	0.442	3	average		average				
77.03	1	Mar 98		0-5cm				7.5	1.902	3	6.329	1.573	3	average		average				
77.03	1	Mar 98		5-10cm				6.585	1.683	3	7.683	1.28	3	average		average				
77.03	1	May 98		0-5cm				4.732	0.658	3	8.317	1.146	3	average		average				
77.03	1	May 98		5-10cm				5.902	1.464	3	8.049	0.219	3	average		average				
77.03	1	May 99		0-5cm				0.405	0.736	3	0.773	0.294	3	average		average				
77.03	1	May 99		5-10cm				1.178	0.552	3	1.325	0.295	3	average		average				
77.03	1	Nov 98		0-5cm				0.732	0.244	3	9.561	0.585	3	average		average				
77.03	1	Nov 98		5-10cm				2.293	0.292	3	5.659	0.634	3	average		average				
77.03	1	Sep 99		0-5cm				0.537	0.853	3	0.634	0.244	3	average		average				
77.03	1	Sep 99		5-10cm				1	0.439	3	1	0.171	3	average		average				
77.03	2	Aug 98		0-5cm				5.763	0.602	3	9.002	0.904	3	average		average				
77.03	2	Aug 98		5-10cm				3.503	2.109	3	4.482	0.527	3	average		average				
77.03	2	Jan 98		0-5cm				2.921	1.086	3	4.345	0.486	3	average		average				
77.03	2	Jan 98		5-10cm				3.22	0.449	3	4.007	0.637	3	average		average				
77.03	2	Jul 99		0-5cm				3.842	0.678	3	3.202	0.79	3	average		average				
77.03	2	Jul 99		5-10cm				5.198	0.791	3	3.729	0.527	3	average		average				
77.03	2	Jun 98		0-5cm				7.753	1.123	3	4.981	1.573	3	average		average				
77.03	2	Jun 98		5-10cm				7.453	0.562	3	2.584	0.937	3	average		average				
77.03	2	Mar 98		0-5cm				6.591	1.093	3	5.838	0.603	3	average		average				
77.03	2	Mar 98		5-10cm				2.599	0.678	3	1.959	0.565	3	average		average				
77.03	2	May 98		0-5cm				2.949	0.47	3	2.308	0.726	3	average		average				
77.03	2	May 98		5-10cm				2.778	0.598	3	3.034	0.385	3	average		average				
77.03	2	May 99		0-5cm				5.88	0.412	3	6.33	0.524	3	average		average				
77.03	2	May 99		5-10cm				4.831	0.525	3	4.944	0.524	3	average		average				
77.03	2	Nov 98		0-5cm				15.427	1.325	3	17.863	1.453	3	average		average				
77.03	2	Nov 98		5-10cm				11.752	0.684	3	12.735	0.684	3	average		average				
77.03	2	Sep 99		0-5cm				12.35	1.453	3	20.641	0.812	3	average		average				
77.03	2	Sep 99		5-10cm				9.744	0.598	3	8.462	0.683	3	average		average				
77.03	3	Aug 98		0-5cm				1.556	0.533	3	2.089	0.8	3	average		average				
77.03	3	Aug 98		5-10cm				9.911	1.022	3	2.978	0.755	3	average		average				
77.03	3	Jan 98		0-5cm				6.374	1.412	3	2.176	0.496	3	average		average				
77.03	3	Jan 98		5-10cm				5.229	1.336	3	2.137	0.573	3	average		average				
77.03	3	Jul 99		0-5cm				5.791	2.74	3	2.175	0.509	3	average		average				
77.03	3	Jul 99		5-10cm				NA	NA	NA	NA	NA	NA	average		average				Cannot read figure
77.03	3	Jun 98		0-5cm				2.486	1.13	3	2.655	0.368	3	average		average				
77.03	3	Jun 98		5-10cm				0.819	0.48	3	1.695	0.593	3	average		average				
77.03	3	Mar 98		0-5cm				11.822	3.067	3	4.044	0.8	3	average		average				
77.03	3	Mar 98		5-10cm				1.067	0.933	3	0.578	1.066	3	average		average				
77.03	3	May 98		0-5cm				2.712	1.292	3	1.292	0.339	3	average		average				
77.03	3	May 98		5-10cm				NA	NA	NA	NA	NA	NA	average		average				Cannot read figure
77.03	3	May 99		0-5cm				1.13	0.424	3	0.876	0.367	3	average		average				
77.03	3	May 99		5-10cm				0.96	0.339	3	0.904	0.424	3	average		average				
77.03	3	Nov 98		0-5cm				0.614	0.339	3	0.593	0.276	3	average		average				
77.03	3	Nov 98		5-10cm				NA	NA	NA	NA	NA	NA	average		average				Cannot read figure
77.03	3	Sep 99		0-5cm				7.07	3.454	3	1.992	0.593	3	average		average				
77.03	3	Sep 99		5-10cm				2.232	0.649	3	2.429	0.452	3	average		average				
77.03	4	0-5cm						0.587	0.159	3	0.915	0.17	3	average						
77.03	4	5-10cm						0.286	0.051	3	0.493	0.07	3	average						
77.03	5	Aug 98		0-5cm		nh		5.763	0.602	3	9.002	0.904	3	average		average		add		
77.03	5	Aug 98		5-10cm		nh		3.503	2.109	3	4.482	0.527	3	average		average		add		
77.03	5	Aug 98		0-5cm		no		1.556	0.533	3	2.089	0.8	3	average		average		add		
77.03	5	Aug 98		5-10cm		no		9.911	1.022	3	2.978	0.755	3	average		average		add		
77.03	5	Jan 98		0-5cm		nh		2.921	1.086	3	4.345	0.486	3	average		average		add		
77.03	5	Jan 98		5-10cm		nh		3.22	0.449	3	4.007	0.637	3	average		average		add		
77.03	5	Jan 98		0-5cm		no		6.374	1.412	3	2.176	0.496	3	average		average		add		
77.03	5	Jan 98		5-10cm		no		5.229	1.336	3	2.137	0.573	3	average		average		add		
77.03	5	Jul 99		0-5cm		nh		3.842	0.678	3	3.202	0.79	3	average		average		add		
77.03	5	Jul 99		5-10cm		nh		5.198	0.791	3	3.729	0.527	3	average		average		add		
77.03	5	Jul 99		0-5cm		no		5.791	2.74	3	2.175	0.509	3	average		average		add		
77.03	5	Jul 99		5-10cm		no		NA	NA	NA	NA	NA	NA	average		average		add		Cannot read figure
77.03	5	Jun 98		0-5cm		nh		7.753	1.123	3	4.981	1.573	3	average		average		add		
77.03	5	Jun 98		5-10cm		nh		7.453	0.562	3	2.584	0.937	3	average		average		add		
77.03	5	Jun 98		0-5cm		no		2.486	1.13	3	2.655	0.368	3	average		average		add		
77.03	5	Jun 98		5-10cm		no		0.819	0.48	3	1.695	0.593	3	average		average		add		
77.03	5	Mar 98		0-5cm		nh		6.591	1.093	3	5.838	0.603	3	average		average		add		
77.03	5	Mar 98		5-10cm		nh		2.599	0.678	3	1.959	0.565	3	average		average		add		
77.03	5	Mar 98		0-5cm		no		11.822	3.067	3	4.044	0.8	3	average		average		add		
77.03	5	Mar 98		5-10cm		no		1.067	0.933	3	0.578	1.066	3	average		average		add		
77.03	5	May 98		0-5cm		nh		2.949	0.47	3	2.308	0.726	3	average		average		add		
77.03	5	May 98		5-10cm		nh		2.778	0.598	3	3.034	0.385	3	average		average		add		
77.03	5	May 98		0-5cm		no		2.712	1.292	3	1.292	0.339	3	average		average		add		
77.03	5	May 98		5-10cm		no		NA	NA	NA	NA	NA	NA	average		average		add		Cannot read figure
77.03	5	May 99		0-5cm		nh		5.88	0.412	3	6.33	0.524	3	average		average		add		
77.03	5	May 99		5-10cm		nh		4.831	0.525	3	4.944	0.524	3	average		average		add		
77.03	5	May 99		0-5cm		no		1.13	0.424	3	0.876	0.367	3	average		average		add		
77.03	5	May 99		5-10cm		no		0.96	0.339	3	0.904	0.424	3	average		average		add		
77.03	5	Nov 98		0-5cm		nh		15.427	1.325	3	17.863	1.453	3	average		average		add		
77.03	5	Nov 98		5-10cm		nh		11.752	0.684	3	12.735	0.684	3	average		average		add		
77.03	5	Nov 98		0-5cm		no		0.614	0.339	3	0.593	0.276	3	average		average		add		
77.03	5	Nov 98		5-10cm		no		NA	NA	NA	NA	NA	NA	average		average		add		Cannot read figure
77.03	5	Sep 99		0-5cm		nh		12.35	1.453	3	20.641	0.812	3	average		average		add		
77.03	5	Sep 99		5-10cm		nh		9.744	0.598	3	8.462	0.683	3	average		average		add		
77.03	5	Sep 99		0-5cm		no		7.07	3.454	3	1.992	0.593	3	average		average		add		
77.03	5	Sep 99		5-10cm		no		2.232	0.649	3	2.429	0.452	3	average		average		add		
77.04	1	Aug 98		0-5cm				2.524	0.293	3	0.768	0.586	3	average		average				
77.04	1	Aug 98		5-10cm				3.256	0.659	3	0.988	0.512	3	average		average				
77.04	1	Jan 98		0-5cm				9.791	1.473	3	6.883	0.295	3	average		average				
77.04	1	Jan 98		5-10cm				8.871	0.92	3	9.129	0.626	3	average		average				
77.04	1	Jul 99		0-5cm				0.073	0.476	3	0.402	0.696	3	average		average				
77.04	1	Jul 99		5-10cm				0.256	0.366	3	2.085	0.586	3	average		average				
77.04	1	Jun 98		0-5cm				0.883	0.478	3	0.847	0.478	3	average		average				
77.04	1	Jun 98		5-10cm				1.288	0.405	3	1.031	0.699	3	average		average				
77.04	1	Mar 98		0-5cm				7.5	1.902	3	3.659	0.768	3	average		average				
77.04	1	Mar 98		5-10cm				6.585	1.683	3	10.134	1.171	3	average		average				
77.04	1	May 98		0-5cm				4.732	0.658	3	6.463	0.927	3	average		average				
77.04	1	May 98		5-10cm				5.902	1.464	3	6.61	0.268	3	average		average				
77.04	1	May 99		0-5cm				0.405	0.736	3	1.693	0.479	3	average		average				
77.04	1	May 99		5-10cm				1.178	0.552	3	2.172	0.515	3	average		average				
77.04	1	Nov 98		0-5cm				0.732	0.244	3	7.854	0.39	3	average		average				
77.04	1	Nov 98		5-10cm				2.293	0.292	3	6.683	0.366	3	average		average				
77.04	1	Sep 99		0-5cm				0.537	0.853	3	0.683	0.195	3	average		average				
77.04	1	Sep 99		5-10cm				1	0.439	3	1.049	0.244	3	average		average				
77.04	2	Aug 98		0-5cm				5.763	0.602	3	6.893	0.828	3	average		average				
77.04	2	Aug 98		5-10cm				3.503	2.109	3	4.52	0.527	3	average		average				
77.04	2	Jan 98		0-5cm				2.921	1.086	3	4.157	0.525	3	average		average				
77.04	2	Jan 98		5-10cm				3.221	0.749	3	3.97	0.562	3	average		average				
77.04	2	Jul 99		0-5cm				3.842	0.678	3	4.557	0.49	3	average		average				
77.04	2	Jul 99		5-10cm				5.198	0.791	3	3.126	1.092	3	average		average				
77.04	2	Jun 98		0-5cm				7.753	1.123	3	6.517	0.637	3	average		average				
77.04	2	Jun 98		5-10cm				7.453	0.562	3	4.307	1.199	3	average		average				
77.04	2	Mar 98		0-5cm				6.591	1.093	3	5.725	0.527	3	average		average				
77.04	2	Mar 98		5-10cm				2.599	0.678	3	3.766	0.528	3	average		average				
77.04	2	May 98		0-5cm				2.949	0.47	3	3.974	0.812	3	average		average				
77.04	2	May 98		5-10cm				2.778	0.598	3	3.889	0.769	3	average		average				
77.04	2	May 99		0-5cm				5.88	0.412	3	2.36	0.524	3	average		average				
77.04	2	May 99		5-10cm				4.831	0.525	3	2.135	0.637	3	average		average				
77.04	2	Nov 98		0-5cm				15.427	1.325	3	16.752	1.795	3	average		average				
77.04	2	Nov 98		5-10cm				11.752	0.684	3	12.308	1.282	3	average		average				
77.04	2	Sep 99		0-5cm				12.35	1.453	3	5.385	2.051	3	average		average				
77.04	2	Sep 99		5-10cm				9.744	0.598	3	4.573	2.136	3	average		average				
77.04	3	Aug 98		0-5cm				1.556	0.533	3	0.489	0.578	3	average		average				
77.04	3	Aug 98		5-10cm				9.911	1.022	3	2.933	0.623	3	average		average				
77.04	3	Jan 98		0-5cm				6.374	1.412	3	0.878	0.534	3	average		average				
77.04	3	Jan 98		5-10cm				5.229	1.336	3	1.221	0.458	3	average		average				
77.04	3	Jul 99		0-5cm				5.791	2.74	3	0.763	0.395	3	average		average				
77.04	3	Jul 99		5-10cm				NA	NA	NA	NA	NA	NA	average		average				Cannot read figure
77.04	3	Jun 98		0-5cm				2.486	1.13	3	0.876	0.367	3	average		average				
77.04	3	Jun 98		5-10cm				0.819	0.48	3	0.932	0.396	3	average		average				
77.04	3	Mar 98		0-5cm				11.822	3.067	3	3.644	0.978	3	average		average				
77.04	3	Mar 98		5-10cm				1.067	0.933	3	0.578	1.022	3	average		average				
77.04	3	May 98		0-5cm				2.712	1.292	3	1.25	0.381	3	average		average				
77.04	3	May 98		5-10cm				NA	NA	NA	NA	NA	NA	average		average				Cannot read figure
77.04	3	May 99		0-5cm				1.13	0.424	3	1.695	0.339	3	average		average				
77.04	3	May 99		5-10cm				0.96	0.339	3	1.412	0.424	3	average		average				
77.04	3	Nov 98		0-5cm				0.614	0.339	3	0.657	0.339	3	average		average				
77.04	3	Nov 98		5-10cm				NA	NA	NA	NA	NA	NA	average		average				Cannot read figure
77.04	3	Sep 99		0-5cm				7.076	3.454	3	1.992	1.546	3	average		average				
77.04	3	Sep 99		5-10cm				2.232	0.649	3	2.26	0.424	3	average		average				
77.04	4	0-5cm						0.587	0.159	3	0.676	0.051	3	average						
77.04	4	5-10cm						0.286	0.051	3	0.509	0.06	3	average						
77.04	5	Aug 98		0-5cm		nh		5.763	0.602	3	6.893	0.828	3	average		average		add		
77.04	5	Aug 98		5-10cm		nh		3.503	2.109	3	4.52	0.527	3	average		average		add		
77.04	5	Aug 98		0-5cm		no		1.556	0.533	3	0.489	0.578	3	average		average		add		
77.04	5	Aug 98		5-10cm		no		9.911	1.022	3	2.933	0.623	3	average		average		add		
77.04	5	Jan 98		0-5cm		nh		2.921	1.086	3	4.157	0.525	3	average		average		add		
77.04	5	Jan 98		5-10cm		nh		3.221	0.749	3	3.97	0.562	3	average		average		add		
77.04	5	Jan 98		0-5cm		no		6.374	1.412	3	0.878	0.534	3	average		average		add		
77.04	5	Jan 98		5-10cm		no		5.229	1.336	3	1.221	0.458	3	average		average		add		
77.04	5	Jul 99		0-5cm		nh		3.842	0.678	3	4.557	0.49	3	average		average		add		
77.04	5	Jul 99		5-10cm		nh		5.198	0.791	3	3.126	1.092	3	average		average		add		
77.04	5	Jul 99		0-5cm		no		5.791	2.74	3	0.763	0.395	3	average		average		add		
77.04	5	Jul 99		5-10cm		no		NA	NA	NA	NA	NA	NA	average		average		add		Cannot read figure
77.04	5	Jun 98		0-5cm		nh		7.753	1.123	3	6.517	0.637	3	average		average		add		
77.04	5	Jun 98		5-10cm		nh		7.453	0.562	3	4.307	1.199	3	average		average		add		
77.04	5	Jun 98		0-5cm		no		2.486	1.13	3	0.876	0.367	3	average		average		add		
77.04	5	Jun 98		5-10cm		no		0.819	0.48	3	0.932	0.396	3	average		average		add		
77.04	5	Mar 98		0-5cm		nh		6.591	1.093	3	5.725	0.527	3	average		average		add		
